30,,Birbhum,xxvi. Dengue,286,00,05-10-15,Under Surveillance,,"Cases reported from Village/SC Rajgram (Kadampur), PHC/Block Murarai-I. District RRT investigated the outbreak. House to house survey done. 30 samples were collected; out of those 24 samples were found to be NS1 ELISA positive. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,43
18,,Chirang,xv. Malaria,185,00,13-10-15,Under Surveillance,,"Cases of fever, headache, vomiting, chills and rigor reported from Village Koraibari No 1, Nakidhara, Santipur bazaar, Deosri, Brahmapara, Birkhungguri, SC Deosri, Nakhidhara, BPHC Sidli. District RRT investigated the outbreak. House to house fever survey done. 787 blood smears were tested at District Hospital Chirang, out of which 185 cases tested positive for malaria (169 P.Falciparum, 10 P. Vivax & 09 Mixed infection). All cases treated locally. Source reduction activities undertaken. Health education given.",,45
19,,Dibrugarh,xvi. Diphtheri a,16,03,20-09-15,Under surveillance,,"Cases reported from Village Rajgarh T.E, SC Rajgarh, PHC/Block Naharani. District RRT investigated the outbreak. House to house survey done. All cases were more than 14 years of age.52 throat swabs and 40 blood samples were collected, out of which 07 samples were found to be positive for Diphtheria at ICMR, Dibrugarh on 30.10.15. All cases treated symptomatically. Health education given.",,45
20,,Nagaon,xvii. Dengue,09,00,04-08-15,Under Surveillance,,"Cases reported from Village Kampur, Simlaipathar, Nakhuti, Rupohihat, BPHC Buragohaithan, Kathiatoli, Lanka, Samaguri. District RRT investigated the outbreak. House to house survey done. All 09 samples tested at GMCH Microbiology Department were found to be positive for Dengue. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,45
21,,South East,xviii. Measles,07,01,22-08-15,Under Control,,Cases reported from Molarband Extension. District RRT investigated the outbreak. House to house survey done. 06 Serum samples collected & tested at NCDC out of which 04 samples were found to be positive for Measles IgM ELISA and 02 samples were found to be negative for both Measles & Rubella. All cases treated symptomatically. Health education given.,,45
22,,Bokaro,xix. Malaria,134,00,23-10-15,Under Surveillance,,"Cases of fever, headache and vomiting reported from Villages Triyonala, Hissim, Gumanjara, Kedla, SC Kedla, Block Kasmar and Block Petarwar. District RRT investigated the outbreak. House to house fever survey done. 134 blood samples tested by RDK out of which 61 samples were found to be positive for Malaria (55 P. Falciparum, 06 P.Vivax). Medical camp organized and all cases treated locally. Source reduction activities undertaken. Health education given.",,45
23,,Ballari,xx. Fever,43,00,10-10-15,Under Control,,"Cases of fever reported from Village Ranganatha Halli, PHC/CHC Hoshalli PHC, Taluk Kudligi. District RRT investigated the outbreak. House to house survey done. 43 Blood smears examined were found to be negative for MP at PHC & 05 blood samples sent to VIMS Ballari for Chikungunya/Dengue; result awaited. All cases treated symptomatically. Health education given.",,45
24,,Kolar,xxi. Chikungunya,38,00,26-10-15,Under Surveillance,,"Cases reported from Village Mamasandra, Kalikere, PHC/CHC Gukunte, Taluk Mulbagal. District RRT investigated the outbreak. House to house survey done. 03 Blood samples & 02 water samples collected and sent to District Hospital laboratory. 03 samples were found to be positive for Chikungunya. All 03 samples were found to be negative for Dengue. All cases treated symptomatically. Health education given.",,45
26,,Ratnagiri,xxii. Fever,15,00,26-10-15,Under Surveillance,,"Cases reported from Village/SC Nive Bk, PHC Dhamapur, Taluka Sangmeshwar. District RRT investigated the outbreak. House to house survey done. 10 Samples taken and sent to DH Laboratory; result awaited All cases treated symptomatically. Health education given.",,45
27,,Fatehpur,xxiii. Dengue,12,00,26-09-15,Under Control,,"Cases of high grade fever, joint pain, headache and muscle pain reported from Village Lahurisaray, CHC/Block Amauli. District RRT investigated the outbreak. House to house survey done. 10 Blood samples tested positive for Dengue at U.H.M Kanpur. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,45
13,,Chirang,x. Malaria,185,00,13-10-15,Under Surveillance,,"Cases of fever, headache, vomiting chill& rigor reported from Villages Koraibari No 1, Nakidara, Santipur bazaar, Deosri, Brahmapara, Birkhungguri, SC Deosri, Nakhidhara. District RRT investigated the outbreak. House to house fever survey done. Out of 787 slides tested for malaria, 185 slides were found to be positive for malaria (169 P.Falciparum, 10 P.Vivax & Mix-9). All cases treated locally. Source reduction activities undertaken. Health education given.",,46
14,,Jahanabad,xi. Enteric Fever?,35,00,02-11-15,Under Control,,"Cases reported from PHC Hulasganj, Block Hulaganj. District RRT investigated the outbreak. House to house fever survey done. Out of 79 Samples tested, 35samples were found to be Widal positive. All cases treated symptomatically. Health education given.",,46
15,,Karnataka Chickaballapura,xii. Fever with altered sensorium,05,01,30-10-15,Under Control,,"Cases reported from Village Shattihalli, PHC/CHC Murugumala, Taluk Chintamani. District RRT investigated the outbreak. House to house survey done. 01 female child died on 08.11.15. Samples collected at Indira Gandhi Hospital and sent to NIV Pune; result awaited. All cases treated symptomatically. Health education given.",,46
16,,Morena,xiii. Fever,80,00,02-09-15,Under Control,,"Cases reported from Village Naharpura, SHC Jotai CHC Porsa,. District RRT investigated the outbreak. House to house fever survey done. All 80 blood slides examined were found to be negative for malaria parasite.All cases treated symptomatically. Health education given.",,46
17,,Morena,xiv. Measles,28,00,26-10-15,Under Surveillance,,"Cases reported from Village Jogipura, SHC Kanhar CHC Pahadgarh,. District RRT investigated the outbreak. House to house survey done. All the cases were less than 14 years of age. 28 Blood samples were tested, out of which 13 samples were found to be positive for Measles IgM ELISA. All cases treated symptomatically. Health education given.",,46
18,,Morena,xv. Fever,54,00,31-10-15,Under Control,,"Cases reported from Village Nahardoki, SHC Bhashroli CHC Joura,. District RRT investigated the outbreak. House to house survey done. 30 Blood samples were collected and tested, Lab results; no malaria positive. All cases treated symptomatically. Health education given.",,46
20,,Morena,xvi. Food Poisoning,20,00,15-05-15,Under Control,,"Cases reported from Village Cheriya, CHC Pahadgar, SHC Bharra. District RRT investigated the outbreak. House to house survey done. All cases took meal in the afternoon on 15-05-15. Food samples (Ata & Oil) has been taken by Food Inspector. Lab result; awaited. Health camp organized in the school and all cases treated symptomatically. Health education given.",,46
21,,Sundargarh,xvii. Hepatitis A,17,00,03-10-15,Under Control,,"Cases reported from Villages Ruguditla, Vedvyas, SC Gopapali, CHC Birkera, Block Lathikata. District RRT investigated the outbreak. House to house survey done. Clustering of cases around the pump house. 02 out of 06 serum samples tested at DHH, Sundargarh were found to be positive for Hepatitis A. 08 out of 15 water samples tested at District Public health laboratory were found to be non potable. Chlorination of Dug well and Tube well done. All cases treated symptomatically. Health education given.",,46
22,,Firozabad,xviii. Fever,81,00,02-11-15,Under Control,,"Cases reported from Village Rudawali, PHC Madanpur. District RRT investigated the outbreak. House to house fever survey done. All 81 blood smears were found to be negative for malaria parasite. All cases treated symptomatically. Health education given.",,46
23,,Dakshin Dinajpur,xix. Dengue,100,00,03-11-15,Under control,,"Cases reported from Village Laskar Bazaar, SC Bishnupur, PO LaskarHaat, Block Tapan. District RRT investigated the outbreak. House to house survey done. Out of 100 blood samples, 13 samples tested positive for Dengue IgM ELISA and 07 samples were found to be equivocal at District Hospital. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,46
28,,GirSomnath,xxii. Measles,15,00,10-10-15,Under Control,,"Cases reported from SC Zankharvada, PHC Delwada, Block Una. District RRT investigated the outbreak. House to house survey done.Majority of cases were in 2-10 years age group. 10 out of 15 serum samples tested at BJMC, Ahmedabad were found to be positive for Measles IgM ELISA. All cases treated symptomatically. Health education given.",,47
29,,Junagadh,xxiii. Measles,11,00,28-10-15,Under Control,,"Cases reported from Village/SC Katakpara, PHC Nakra, Block Manavadar. District RRT investigated the outbreak. House to house survey done. Majority of cases were in 2-5 years age group.09 Serum samples tested at BJMC Ahmedabad, out of which 08 Serum samples were found to be positive for Measles IgM ELISA. All cases treated symptomatically. Health education given.",,47
30,,Kollam,xxiv. Viral Hepatitis,11,00,30-09-15,Under Surveillance,,"Cases of fever, loss of appetite and raised serum bilirubin reported from PHC Kilikollor, HSC Chathinamkulam, Block Thrikkadavoor. District RRT investigated the outbreak. House to house survey done. Consumption of juices from shops situated near to the TKM Engineering College could be the cause of outbreak. 05 Samples were collected and sent to PH Lab, Kollam for confirmation. All cases treated symptomatically. Chlorination done. Health education given.",,47
31,,Palakkad,xxv. Dengue,10,00,04-10-15,Under Surveillance,,"Cases reported from SC Pttanchery, CHC Nanniode, BPHC Thekkekkad. District RRT investigated the outbreak. House to house survey done.06 Serum samples were collected; out of those 04 samples were found to be positive for ELISA for dengue at DHO (H), Thrissur Lab. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,47
32,,Wayanad,xxvi. Acute Diarrheal Disease,13,00,06-11-15,Under Surveillance,,"Cases of fever, abdominal pain and diarrhea were reported from Village/PHC/Block Meppady, HSC Nedumbala. District RRT investigated the outbreak. House to house survey done. 05 Stool samples were collected on 21.11.15 and was referred to GH Kalpetta all samples tested negative for cholera",,47
35,,Bagalkot,xxvii. Malaria,650,00,27-10-15,Under Control,,"Cases reported from Village Guggalmari, Hirekodagali, Hanumnal S.T, Gudur S.B, PHC/CHC Kandgal, Taluk Hunagund. District RRT investigated the outbreak. House to house fever survey done. Anopheles breeding and malaria vector species were observed during entomological survey. 3530 Blood Smears examined out of which 650 slides were positive for malaria (80% slides were positive for P.Falciparum). All cases treated locally. Source reduction activities undertaken. Health education given.",,47
36,,Chickaballap ura,xxviii. Acute Diarrheal Disease,25,00,07-11-15,Under Control,,"Cases reported from Village Neecha Bandahalli, PHC/CHC Hampasandra, Taluk Gudibande. District RRT investigated the outbreak. House to house survey done. Drinking of contaminated water could be the probable cause of the outbreak. ORS given to affected patients. Health camp organized and all cases treated symptomatically. Health education given.",,47
37,,Bhind,xxix. Chikungunya,49,00,07-11-15,Under Surveillance,,"Cases reported from Villages Gajraj Singh Ka Pura& Narayan Singh Ka Pura, SC Barahkhurd, CHCP hoop. District RRT investigated the outbreak. House to house fever survey done. Blood samples tested at GRMC, Gwalior were found to be positive for Chikungunya IgM ELISA. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,47
38,,Guna,xxx. Measles,16,00,09-11-15,Under Control,,"Cases reported from Villages Chhoti Kathi & BadiKathi, Block Bhadora. District RRT investigated the outbreak. House to house survey done. All cases (06 females and 10 males) were in 2-12 year age group. Immunization status of the cases not known.05 Blood samples tested at Gandhi Medical Collage Bhopal were found to be positive for Measles IgM ELISA. All cases treated symptomatically. Health education given.",,47
39,,Sagar,xxxi. Measles,07,02,06-11-15,Under Control,,"Cases reported from Village Hinoti, SC Bhedakhas, Block Banda. District RRT investigated the outbreak. House to house survey done all cases were in 02 to 7 years age group. 04 Samples out of 05 Samples tested at GMC Bhopal were found to be positive for Measles IgM ELISA. 01 male child aged age 3 years & 01 female child aged 2 years respectively died due to the condition All cases treated symptomatically. Health education given.",,47
40,,Mayurbhanj,xxxii. Chickenpox,14,00,09-11-15,Under Surveillance,,"Cases of fever, body ache and exanthemata were reported from Kulidihi TRW Ashram School, CHC Kostha. District RRT investigated the outbreak. Majority of cases were in 10-12 years of age group. All cases treated symptomatically. Health education regarding isolation of cases given.",,47
41,,Vellore,xxxiii. Food Poisoning,52,00,09-10-15,Under Control,,"Cases reported from Village Kaniyambadi, Nelvoy, Nursing Hostel, Govt. Vellore Medical College Hospital, Vellore. District RRT investigated the outbreak. House to house survey done. 02 Water samples & 02 food samples tested at GVMCH, Vellore. Water samples were found to be potable and food samples were found to be negative for any pathogen. Health camp organized in the school and all cases treated symptomatically. Health education given.",,47
43,,Rae Bareilly,xxxiv. Food Poisoning,31,00,10-11-15,Under Control,,"Cases of vomiting & loose stools reported from Village Hazipur, Hamlet Pure Chauhan, Pure Tikait and Pure Ahiran, CHC/Block Deeh. District RRT investigated the outbreak. All age groups were affected. House to house survey done. All cases consumed sweets at common gathering. No food samples were collected. Health camp organized in the school and all cases treated symptomatically. Health education given.",,47
44,,North 24 Parganas,xxxv. Food Poisoning,72,00,26-10-15,Under Control,,"Cases reported from Gangulia Mathpara, Asharu, Bagdah. District RRT investigated the outbreak. House to house survey done. All cases consumed curry, sweets & chutney at “Sradha” ceremony. 07 food samples are collected and sent to CCL. Result; Curry, sweets & chutney were contaminated and rest 04 samples were free from contamination. Health camp organized and all cases treated symptomatically. Health education given.",,47
22,,Araria,xvii. Chickenpo x,06,00,14-11-15,Under Surveillance,,"Cases of fever with rash reported from Village Maina, PHC Palasi, District RRT investigated the outbreak. House to house survey done. Majority of cases were less than 5 years of age. All cases treated symptomatically. Health education given.",,48
23,,Khagaria,xviii. Dengue,29,00,06-11-15,Under Surveillance,,"Cases reported from Villages Kawela, Rajendra Nagar, Laksmipur, Hazipur, Marar, Kabir Nagar, PHC Khagaria. District RRT investigated the outbreak. House to house survey done. Lab results; NS1 Positive. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,48
24,,Madhubani,xix. Chickenpo x,13,00,29-10-15,Under Surveillance,,"Cases reported from Village Gola, HSC/PHC Bisfi. District RRT investigated the outbreak. House to house survey done. Majority of cases were more than 10 years of age. No lab samples collected. All cases treated symptomatically. Health education given.",,48
25,,Madhubani,xx. Japanese Encephalitis,01,00,24-10-15,Under Surveillance,,"Cases reported from Village/PHC Andhrathadi, HSC Gorgama. District RRT investigated the outbreak. House to house survey done. Lab result; JE confirmed by PMCH, Patna. All cases treated symptomatically. Health education given.",,48
26,,Kangra,xxi. Acute Diarrheal Disease,151,00,09-11-15,Under Control,,"Cases reported from Village/SC Kherian, PHC Gangath. District RRT investigated the outbreak. House to house fever survey done. Water Sample collected from various villages which are affected and presence of chlorinatiom was found. All cases treated symptomatically. Health education given.",,48
27,,Kangra,xxii. Measles?,17,01,02-11-15,Under Control,,"Cases reported from Villages Bhatoli, Raur, Dibber, Ban Chhabber, SC/PHC Bhatoli Fakorian, Block Jawalamukhi. District RRT investigated the outbreak. House to house survey done. Mild measles were observed during entomological survey. All cases treated symptomatically. Health education given.",,48
28,,Pune,xxiii. Acute Diarrheal Disease,65,00,29-10-15,Under Control,,"Cases reported from Villages/SC Avasari, Pasure, PHC Perth, Nere, Block Ambegaon, Bhor. District RRT investigated the outbreak. House to house survey done. Drinking of contaminated water could be the probable cause of the outbreak. 21 Water samples tested; out of which 10samples were found to be non potable.. All cases treated symptomatically. Health education given.",,48
29,,Betul,xxiv. Chickenpox,15,00,17-08-15,Under Control,,"Cases reported from Village Dutiya, SHC Joulkheda, CHC Multai. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",,48
30,,Betul,xxv. Malaria,13,00,08-10-15,Under Control,,"Cases reported from Village Bodi, Bakabharda, CHC Sehra, Shapur. District RRT investigated the outbreak. House to house fever survey done. 11 Samples found to be Malaria PF Positive. All cases treated locally. Source reduction activities undertaken. Health education given.",,48
32,,Rajgarh,xxvi. Measles,04,00,06-11-15,Under Surveillance,,"Cases reported from Village/SHC Kansordkhurd, CHC Suthaliya, Block Biaora. District RRT investigated the outbreak. House to house survey done. Majority of cases were in 6-10 years age group. 04 out of 05 serum samples tested at GMC Bhopal were found to be positive for Measles IgM ELISA. All cases treated symptomatically. Health education given.",,48
33,,Ratlam,xxvii. Measles,06,00,07-10-15,Under Control,,Cases of fever with rash reported from Jaora Urban. District RRT investigated the outbreak. House to house survey done. 05 out 06 blood samples tested at MGM Indore were positive for measles IgM ELISA. All cases treated symptomatically. Health education given.,,48
34,,West Jaintia Hills,xxviii. Malaria,61,00,13-11-15,Under surveillance,,"Cases reported from Villages Lathymphu and Musiaw, SC Thadbamon,PHC Nortiang,Block Thadleskien. District RRT investigated the outbreak. House to house fever survey done. 61 samples tested by RDK were found to be positive for malaria (54 P.Vivax, 07 P.Falciparum). All cases treated locally. Source reduction activities undertaken. Health education given.",,48
20,,Tinsukia,xvi. Chickenpox,12,00,06-11-15,Under control,,"Cases of fever, headache and maculopapulo vesicular rash were reported from Village Beesakopie TE, BPHC Kakopathar. District RRT investigated the outbreak. House to house survey done. Out of 12 cases, 08 were immunized for Measles. All cases treated symptomatically. Health education given.",,49
21,,Supaul,xvii. Measles?,04,00,21-11-15,Under Surveillance,,"Cases of fever with rash reported from Village Chainpur, PHC Chhatapur. District RRT investigated the outbreak. House to house survey done. 04 samples sent to PMCH Patna; result awaited. All cases treated symptomatically. Health education given.",,49
22,,West Champaran,xviii. Measles?,13,01,10-11-15,Under Surveillance,,"Cases reported from, HSC Padraun, Mushahar Toli PHC Gaunaha . District RRT investigated the outbreak. House to house survey done. Majority of cases were under 05 of age group. 05 Blood samples have been collected and tested at PMCH Patna; result awaited. One 2 year male child died due to the condition. All cases treated symptomatically. Health education given.",,49
23,,West Champaran,xix. Measles,10,00,12-11-15,Under Surveillance,,"Cases reported from Village Bara Semra, PHC Majhualiya, HSC Semra. District RRT investigated the outbreak. House to house survey done. Majority of cases were less than 5 years of age. 01 out of 05 Blood tested at PMCH Patna was found to be positive for measles IgM ELISA. All cases treated symptomatically. Health education given.",,49
24,,Mahasamund,xx. Malaria,97,00,15-11-15,Under Surveillance,,"Cases reported from Village Parsapali, Pandradih & Lohardih, SC Lohardih, PHC/CHC Tumgaon. District RRT investigated the outbreak. House to house fever survey done.97 blood slides tested positive for malaria (89 P.Falciparum, 06 P.Vivax and 02 mixed infection). All cases treated locally. Source reduction activities undertaken. Health education given.",,49
25,,Sirsa,xxi. Diphtheria,06,01,06-10-15,Under Control,,"Cases reported from Village Burj Bhangu, CHC Baragudha. District RRT investigated the outbreak. House to house survey done. 05 Samples have been collected and sent to NCDC Delhi out of which 02 Samples were found to be positive for Diphtheria. One 08 year female child died due to the condition. All cases treated symptomatically. Health education given.",,49
26,,Sagar,xxii. Malaria,10,00,24-11-15,Under Surveillance,,"Cases reported from Village Harrai, Bindli, PHC Mahrajpur, SHC Simariya Dobhi, Madh Pipariya. District RRT investigated the outbreak. House to house fever survey done. Total 22 blood slides were tested at district malaria office out",,49
29,,Aurangabad,xxiii. Fever,14,01,10-11-15,Under Surveillance,,"Cases reported from Village Koli Bodakha, SC K. Jalgaon, PHC Vihamandawa, Block Paithan. District RRT investigated the outbreak. House to house survey done. 13 Blood slides collected and tested at DMO Laboratory were foundto be negative for malaria parasite. 04 Serum samples tested at GMCH Laboratory, were found to be negative for Dengue. All cases treated symptomatically. Health education given.",,49
30,,Bhandara,xxiv. Fever with Rash,05,00,17-11-15,Under Control,,"Cases reported from PHC Mohadura, Block Bhandara. District RRT investigated the outbreak. House to house survey done. 05 Serum samples tested at NIV Pune were found to be negative for Measles. All cases treated symptomatically. Health education given.",,49
31,,Gadchiroli,xxv. Measles,11,00,23-11-15,Under Surveillance,,"Cases reported from Village Maveli, Krishnar, Burgi, SC Burgi, PHC Todsa, Block Etapalli. District RRT investigated the outbreak. House to house survey done. 09 out of 11 Serum samples tested at NIV Pune Lab were found to be positive for Measles IgM ELISA. All cases treated symptomatically. Health education given.",,49
32,,Satara,xxvi. Chikungunya,12,00,09-11-15,Under Surveillance,,"Cases reported from Village Maskarwadi No.2, PHC Kalgaon, Block Patan. District RRT investigated the outbreak. House to house survey done. 08 Blood samples were collected, out of which 07 were found positive for Chikungunya. All cases treated symptomatically. Health education given.",,49
33,,Washim,xxvii. Fever,126,02,25-09-15,Under Control,,"Cases reported from Village Akhatwada, SC Zodga, PHC Umbarda Bazzar. District RRT investigated the outbreak. House to house survey done. 13 Samples tested at GMC Akola were found to be negative for Dengue. All cases treated symptomatically. Health education given.",,49
34,,Jaintia Hills,xxviii. Malaria,61,00,13-11-15,Under Surveillance,,"Cases reported from Village Musiaw, Lathymphu, SC Thadbamon, PHC Nartiang, Block Thadlaskein. District RRT investigated the outbreak. House to house fever survey done. 61 slides tested positive for malaria (07 P.Falciparum, 54 P.Vivax). All cases treated locally. Source reduction activities undertaken. Health education given.",,49
35,,Koraput,xxix. Chickenpox,28,00,11-11-15,Under Control,,"Cases reported from SCs Tenkar & Santoshpur, Block Borigumma. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",,49
36,,Kaushambi,xxx. Measles?,28,00,23-11-15,Under control,,"Cases reported from Village Maulvipur, Lohndawan, Tayabpur Guwara, Goraju, Paschim Sarira, Danpur, SC Uchrawan, PHC Kara, Sarsawan, Block Sarsawan. District RRT investigated the outbreak. House to house survey done. Majority of cases were in 02 to 07 age group. Lab result; nil. All cases treated symptomatically. Health education given.",,49
22,,Kamrup (M),xviii. Leptospirosis,04,00,02-11-15,Under Surveillance,,"Cases reported from Village Mohmora, Baruahbari, Kachutali No-2, Kapalkata, BPHC Sonapur. District RRT investigated the outbreak. House to house survey done. All 04 serum samples tested at Microbiology Dept. Manipal University Sikkim were found to be positive for Leptospirosis IgM ELISA. All cases treated symptomatically. Health education given.",,50
23,,Nalanda,xix. Measles,17,00,26-11-15,Under Surveillance,,"Cases reported from Village Indranaga rManjhi Tola, HSC Kool, Block Silao. District RRT investigated the outbreak. House to house survey done. Majority of cases were in 02 to 15 years of age group. 05 Blood samples collected and sent to PMCH Patna out of which 04 samples were found to be positive for Measles IgM ELISA. All cases treated symptomatically. Health education given.",,50
24,,Sitamarhi,xx. Measles?,21,00,26-11-15,Under Surveillance,,"Cases reported from PHC Bokhra, HSC Dhadhi. District RRT investigated the outbreak. House to house survey done. Majority of cases were in 02 -03 years of age group. 05 Blood samples and 02 throat swab samples collected and sent to PMCH Patna; result awaited. All cases treated symptomatically. Health education given.",,50
26,,Shahdara,xxi. Acute Flaccid Paralysis,01,00,03-11-15,Under Surveillance,,"Cases reported from Shahdara (Harsh Vihar). District RRT investigated the outbreak. Walking with difficulty and support were presenting complaints in, 2 year old female who was diagnosed with the P2 strain of the virus on 03.11.2015. House to house survey done.36 Stool samples have been collected and were found to be negative for polio virus. The case was treated symptomatically. Health education given.",,50
27,,Pakur,xxii. Dengue,91,00,14-10-15,Under Surveillance,,"Cases reported from Village/HSC Sangrampur, CHC/Block Pakur. District RRT investigated the outbreak. House to house survey done. 04 Out of 05 blood samples tested at RIMS, Ranchi were found to be positive for Dengue IgM ELISA. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,50
28,,Kollam,xxiii. Mumps,18,00,23-11-15,Under Surveillance,,"Cases of fever with parotid swelling reported from Govt. School LPS, Village/PHC Yeroor, HSC Alencherry, Block Anchal. District RRT investigated the outbreak. House to house survey done. All the cases were less than 10 years of age. All cases treated symptomatically. Health camp organized in the school. Isolation and Health education given in the affected area.",,50
29,,Malappuram,xxiv. Hepatitis A,52,00,30-11-15,Under Surveillance,,"Cases of fever, vomiting and stomach pain were reported from Village Vallikkunnu, PHC Athanikkal, HSC Kodakkad, Block Neduva. District RRT investigated the outbreak. House to house survey done. Consumption of ‘Biryani’, ‘Pickles’ and ‘Salad’ could be the cause of outbreak. Out of 02 Serum samples tested at KMC Kozhikode, 01 sample tested positive for Hepatitis A IgM ELISA. All cases treated symptomatically. Chlorination done. Health education given.",,50
30,,Ahmednagar,xxv. Acute Diarrheal Disease,42,00,29-11-15,Under Control,,"Cases reported from Village Pimpri Jalsen, PHC Kahnur Pathar. District RRT investigated the outbreak. House to house survey done. Drinking of contaminated water could be the probable cause of the outbreak. 03 Stool samples collected and sent to DPHL, Ahmednagar; result, negative for vibrio cholera. Out of 18 Water samples collected, 07 were found to be non potable. 01 TCL sample sent to DPHL, Ahmednagar. All cases treated symptomatically. Health education given.",,50
31,,Osmanabad,xxvi. Chikungunya,18,00,20-11-15,Under Surveillance,,"Cases reported from Tuljapur, Sawargaon, Kati. District RRT investigated the outbreak. House to house survey done. 04 Serum samples were collected and sent to Sentinel Lab Beed out of which 3 samples were found to be positive for Chikungunya. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,50
32,,Satara,xxvii. Chikungunya,32,00,25-11-15,Under Surveillance,,"Cases reported from Village Pethshivapur, Giravi, PHC Morgiri,, Block Patan . District RRT investigated the outbreak. House to house survey done. 05 Blood samples tested at Civil Hospital, Satara were found to be negative for Dengue. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,50
34,,Tirunelveli,xxviii. Dengue,85,03,14-09-15,Under Control,,"Cases reported from Village Thalarkulam, PHC Marudhampudhur, HSC Kaliyankulam, Block Papakudi. District RRT investigated the outbreak. House to house survey done. 33 Serum samples were collected; out of those 12 samples were found to be positive for Dengue IgM ELISA in TVMCH. Three male children aged 7, 8 & 11 years respectively died due to the condition. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,50
14,13. Maharashtra Ahmednagar,xiii. Acute Diarrheal Disease,29,00,17-12-15,19-12-15,Under Surveillance,"Cases reported from Village-SC Tahakari, PHC Devthan. District RRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. Stool sample, 05 water sample and 01 TCL(Trichlorolecithine) sample were collected and sent to DPHL, Ahmednagar; result awaited. All cases treated symptomatically. Health education given.",,,51
15,14. Maharashtra Ahmednagar,xiv. Acute Diarrheal Disease,104,00,10-12-15,14-12-15,Under Control,"Cases reported from Village-SC Ashavi Bk, PHC NimgaonJali. District RRT investigated the outbreak. House to house survey done. Contaminated water could be the probable cause of the outbreak. 07 Stool samples were collected and sent to DPHL, Ahmednagar; result awaited. Out of 18 Water samples tested, 05 were found to be non potableat DPHL, Ahmednagar. All cases treated symptomatically. Health education given.",,,51
35,,Kamrup (M),xxvii. Scrub Typhus,03,01,17-11-15,Under Surveillance,,"Cases reported from Village DakhinTapatuli, Kachutali No-2, Kapalkata, BPHCSonapur. District RRT investigated the outbreak. House to house survey done. 03 Serum samples collected and sent to Dept of Microbiology, Manipal University; Result, Scrub Typhus IgM ELISA positive. 03 Samples were tested negative for MP and Leptospirosis.One 15 year old female died due to the condition. All cases treated symptomatically. Health education given.",,51
36,,Vaishali,xxviii. Chickenpox,17,00,16-11-15,Under Control,,"Cases of fever & vesicular skin rashes were reported from Village KarhatiaBuzurg, PataniaTola, TeliyaTola, PHC Chehrakala, Rajapakar, HSC HarpurMukund, Block Chehrakala, Rajapakar. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",,51
37,,South West,xxix. Kala Azar,02,00,23-11-15,Under Surveillance,,Cases reported from Mahavir Enclave &Najafgarh. DistrictRRT investigated and house to house survey done but no similar case with symptoms of Kala Azar in the family of the patient or in 50 houses surveyed was found. Cases treated symptomatically. Health education given.,,51
38,,Junagadh,xxx. Dengue,50,00,01-12-15,Under Control,,"Cases reported from Village/SC Chhodvadi, PHC Mendapara, BlockBhesan. District RRT investigated the outbreak. House to house survey done. 04 Serum samples were collected and tested for ELISA Dengue; out of those 03 samples were found to be dengue positive at DPHL Civil hospital. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,51
39,,Kangra,xxxi. Acute Diarrheal Disease,25,00,08-12-15,Under Control,,"Cases reported from Dadasiba, Pragpur, Dangrela, Bani. District RRT investigated the outbreak. House to house survey done. ORS packets were distributed in the affected area. All cases treated symptomatically. Health education given.",,51
40,,Bijapur,xxxii. Dengue,23,00,06-12-15,Under Control,,"Cases reported from Village Araladinni, PHC/CHC Nidagundi, Taluk B. Bagewadi. District RRT investigated the outbreak. House to house survey done. 20 Samples were collected; out of those 08 Samples were found to be positive for dengue. All cases treated symptomatically. Source reduction activities undertaken. Health education given.",,51
41,,Bijapur,xxxiii. Food Poisoning,85,00,07-12-15,Under Control,,"Cases reported from Village Alur, PHC/CHC Lachuan, Taluk Indi. District RRT investigated the outbreak. House to house survey done. All cases consumed mid- day meals in the School. Raw food samples were collected and sent to Ref Lab BIMS (Belagum) by FSO; result awaited. 07 Water samples sent for bacteriogical test at District Hospital Laboratory out of which 04 water samples were found to be non-potable. Health camp organized in the school and all cases treated symptomatically. Health education given.",,51
43,,Kozhikode,xxxiv. Malaria,12,00,11-11-15,Under Control,,"Cases reported from Village/PHC Chekiyad, Block Thuneri. DistrictRRT investigated the outbreak. House to house fever survey done. all the cases were migrant laborers. All 12 Blood Smears tested positive for Malaria (PV) at CHC Valayam. All cases treated locally. Source reduction activities undertaken. Health education given.",,51
