Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number
18,JK/UDP/2023/37/1218,Jammu and Kashmir,Udhampur,Human Rabies,1,1,09-09-23,14-09-23,Under Control,"Case was reported from village Sulgar, block Ramnagar. Case presented with fox bite to district hospital Udhampur. The case was provided symptomatic treatment and vaccine doses were given. Case presented with symptoms of hydrophobia & photophobia. District RRT investigated the outbreak. RRT visited the village and immunized all the close contacts and advised them to complete all doses. RRT Team conducted surveillance activities. Ensured sufficient availability of ARV & ARS. IEC activities regarding wound washing, wood management, importance of ARV in animal bite condition and completing the vaccine schedule was conducted. The case, a 19 year old male died due to probable human rabies on 9-9-2023.",37
38,MG/JTH/2023/37/1293,Meghalaya,West Jaintia Hills,Human Rabies,1,1,19-09-23,21-09-23,Under Control,"Case was reported from Sonaro Namdong village, Sub-District Thadlaskein, District West Jaintia Hills. 5-year-old female presented with complaints of fever, restlessness and aerophobia. District RRT investigated the outbreak. The Dog bite happened 3 week ago but she did not receive post-exposure prophylaxis (PEP). Patient admitted on 14-09- 2023 at Civil hospital Shillong. She passed away on the same day. Patient was diagnosed on clinical features.",38
0,AS/SNT/2023/44/1549,Assam,Biswanath,Human Rabies,1,1,04-11-23,04-11-23,Under Surveillance,"Case was reported from Village Morasengeli, Sub-District Gohpur, District Biswanath. A 10- year-old female presented with the complaints of headache, aerophobia, vomiting, muscle spasm and Hydrophobia. District RRT investigated the outbreak. History of dog bite few months back. She did not take any post exposure prophylaxis. The affected child was referred to Lakhimpur Medical College. On the way to Lakhimpur she died on 04-11-2023. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",44
3,AS/SNT/2023/44/1549,Assam,Biswanath,Human Rabies,1,1,04-11-23,04-11-23,Under Surveillance,"Case was reported from Village Morasengeli, Sub-District Gohpur, District Biswanath. A 10- year-old female presented with the complaints of headache, aerophobia, vomiting, muscle spasm and Hydrophobia. District RRT investigated the outbreak. History of dog bite few months back. She did not take any post exposure prophylaxis. The affected child was referred to Lakhimpur Medical College. On the way to Lakhimpur she died on 04-11-2023. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",44
12,KN/BAU/2023/44/1558,Karnataka,Bengaluru Rural,Human Rabies,1,1,30-10-23,31-10-23,Under Control,"Case was reported from Village Kanivepur, Sub-District Dodda Ballapur, District Bengaluru Rural. A 15-year-old boy presented to the District Hospital Chickaballapura on 28- 10-2023 with the complaints of altered behavior, fever and chest tightness. History of dog bite over left hand 1 months back. He did not get vaccination. District RRT investigated the outbreak. The affected child was referred to Vani Vilas Hospital in Bangalore. Rabies vaccination were given to all the 6 members in the family. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation. The affected case expired on 29-10-2023.",44
13,KN/MNY/2023/44/1559,Karnataka,Mandya,Human Rabies,1,1,02-11-23,02-11-23,Under Control,"Case was reported from Village Gudeho sahalli, Sub-District Krishnarajpet, District Mandya. A 24-year-old male presented to the Puniya Private Hospital, Chanarayapatna, Hassan district on 30-10-2023 with the complaints of fever, joint pain, neck stiffness. History of dog bite on right leg 4 months back. He did not get vaccination. District RRT investigated the outbreak. The affected case was referred to District Hospital, Mysuru on 31-10-2023. Saliva sample came positive for rabies Virus by real time PCR tested at NIMHANS Bengaluru. Rabies vaccination were given to all the 5 members in the family. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation. The affected case expired on 01-11- 2023.",44
15,KN/PGR/2023/44/1561,Karnataka,Vijayapura,Human Rabies,1,1,03-11-23,04-11-23,Under Surveillance,"Case was reported from Village Chickbe vanur, Sub-District Indi, District Vijayapura. A 28- year-old male presented to the District Hospital, Vijaypura on 3-11-2023 with the complaints of aerophobia, hydrophobia and photophobia. District RRT investigated the outbreak. Saliva sample came negative for rabies Virus by real time PCR tested at NIMHANS Bengaluru. Rabies vaccination were given to all the 14 members in the family. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation. The affected case expired on 04-11- 2023.",44
7,KN/WAS/2022/25/472,Karnataka,Bengaluru Rural,Human Rabies,01,1.0,03-03-22,22-06-22,Under Control,"Cases reported from Dasaralli village, Mugabala PHC. The case was clinically diagnosed. No sample was collected. The deceased case was a 61 years old female with history of dog bite 3 months ago. All contacts were given post exposure prophylaxis. Information and awareness was given to panchayat and public regarding rabid dogs and vaccination for dog bite cases.",25
20,AS/BKA/2022/45/892,Assam,Baksa,Human Rabies,01,1.0,10-08-22,,Under Control,"Case presented with Village Darrang a Mela, Subdistrict Tamulpur, District Baksa. Case presented with difficulty in breathing and hydrophobia. The case was diagnosed clinically with Rabies. The deceased was a seven years old male. Health education was given on the importance of Post exposure prophylaxis.",45
0,AS/NGO/2024/02/27,Assam,Hojai,Human Rabies,1.0,1.0,12-01-2024,13-01-2024,Under Control,"Case was reported from Village Jugijan, Sub- District Hojai, District Hojai. A 16 year old male presented with hydrophobia, fever, weakness with myalgia. District RRT investigated the outbreak. The patient had dog bite history before 3 month and not taken any rabies vaccine. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation. The case expired on 13-01-2024.",2
3,AS/NGO/2024/02/27,Assam,Hojai,Human Rabies,1.0,1.0,12-01-2024,13-01-2024,Under Control,"Case was reported from Village Jugijan, Sub- District Hojai, District Hojai. A 16 year old male presented with hydrophobia, fever, weakness with myalgia. District RRT investigated the outbreak. The patient had dog bite history before 3 month and not taken any rabies vaccine. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation. The case expired on 13-01-2024.",2
0,AR/EKM/2024/03/052,Arunachal Pradesh,East Kameng,Human Rabies,1.0,1.0,13-01-2024,19-01-2024,Under Control,"Case reported from Meorang Village, Seppa township under DH-Seppa, East Kameng District. Case presented with symptoms of body pain with neurological signs and symptoms & history of dog bite in the month of November 2023. There was no history of ARV vaccination after the bite. The case was diagnosed clinically. District RRT investigated the outbreak. RRT Team conducted surveillance activities. IEC activities regarding wound washing, wood management, importance of ARV in animal bite condition and completing the vaccine schedule was conducted. An awareness meeting was organized in the village. Death of a 9 year old female has occurred due to the illness on 14th January 2024 in Pediatric Isolation ward at TRIHMS, Naharlagun.",3
2,AR/EKM/2024/03/052,Arunachal Pradesh,East Kameng,Human Rabies,1.0,1.0,13-01-2024,19-01-2024,Under Control,"Case reported from Meorang Village, Seppa township under DH-Seppa, East Kameng District. Case presented with symptoms of body pain with neurological signs and symptoms & history of dog bite in the month of November 2023. There was no history of ARV vaccination after the bite. The case was diagnosed clinically. District RRT investigated the outbreak. RRT Team conducted surveillance activities. IEC activities regarding wound washing, wood management, importance of ARV in animal bite condition and completing the vaccine schedule was conducted. An awareness meeting was organized in the village. Death of a 9 year old female has occurred due to the illness on 14th January 2024 in Pediatric Isolation ward at TRIHMS, Naharlagun.",3
31,MG/JTH/2024/04/110,Meghalaya,West Jaintia Hills,Human Rabies,1.0,1.0,17-01-2024,,Under Control,"Case was reported from Sub-District Laskein, District West Jaintia Hills. A 6 year old female presented with complaints of fever, hydrophobia, and aerophobia. History of dog bite on the 2nd week of Dec, 2023. She reported to UPHC Nongthymmai for ARV. District RRT investigated the outbreak. The dog died on the same day of incident. She expired on 12 January 2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",4
51,MG/WGH/2024/05/159,Meghalaya,West Garo Hills,Human Rabies,1.0,1.0,23-01-2024,,Under Surveillance,"Case reported from Charbatapara II, Phulbari PHC, Selsalla Block. Case presented with symptoms of vomiting, aerophobia, muscle spasm, hydrophobia, nausea, anxiety, dysphagia, delerium, aggressiveness. The deceased was bitten by unknown stray dog. The dog was found dead on the riverbank one week after the incident. Case was clinically confirmed as a human rabies case. District RRT investigated the outbreak. House to house survey was done for any dog bite cases. IEC activities regarding wound washing, wood management, importance of ARV in animal bite condition and completing the vaccine schedule was conducted. Contact tracing done and exposure prophylaxis started for all the close contacts. Death of a 14 year old male has occurred due to the illness. The deceased did not take the Anti-Rabies vaccine however his four close contact family members took ARV after his death and all of them have taken 3 doses of ARV.",5
15,KN/MYS/2024/07/211,Karnataka,Mysuru,Human Rabies,1.0,1.0,16-02-2024,16-02-2024,Under Control,"Cases reported from Hegganduru Village, Vadambalu Sub-center, Karnakuppe PHC. Cases presented with history of category III street dog bite on 04.01-2024. Dog was not immunized. First aid, TT and ARV 0 dose was received at Hanagodu PHC, ERIG was received at District hospital, Mysuru on 04.01.2024. ARV schedule was incomplete. Bite mark was present over calf region of left leg. Patient was a chronic alcoholic and smoker later developed fatigue, slurred speech, loss of appetite, fearful behavior on 12.02.2024. District RRT investigated the outbreak. Animal Husbandry and Veterinary Department were informed for stray dog rabies immunization. RRT Team conducted surveillance activities. House to house survey was done for any dog bite cases. IEC activities regarding wound washing, wood management, importance of ARV in animal bite condition and completing the vaccine schedule was conducted. An awareness meeting was organized in the village. Contact tracing done and exposure prophylaxis started for all the close contacts. Death of a 47 year old female has occurred due to the illness on 14.02.2024 at his residence.",7
21,MP/BPL/2024/07/217,Madhya Pradesh,Bhopal,Human Rabies,1.0,1.0,12-02-2024,12-02-2024,Under Control,"Case was reported from AIIMS Bhopal, Sub- District: Huzur, District: Bhopal. Case presented with dog bite on 06.01.24. On the same day the patient received ARV & RIG. Case developed symptoms of hydrophobia, decreased appetite, and fear of wind on 16.01.24. Patient had recieved anti-rabies vaccine (doses 0 and 3) & RIG (Rabies immune globulin). District RRT investigated the outbreak. Animal Husbandry and Veterinary Department were informed for stray dog rabies immunization. RRT Team conducted surveillance activities. House to house survey was done for any dog bite cases. IEC activities regarding wound washing, wood management, importance of ARV in animal bite condition and completing the vaccine schedule was conducted. An awareness meeting was organized in the village. Contact tracing was done. Death of a 4 year old male has occurred due to the illness on 23.01.24 in AIIMS, Bhopal.",7
6,AS/UAL/2024/08/245,Assam,Udalguri,Human Rabies,1.0,1.0,22-02-2024,22-02-2024,Under Surveillance,"Cases were reported from Village No.1 Goraimari, Sub-District Udalguri, District Udalguri. A 76 year old male presented with complaints of fever, headache and aggressiveness. History of dog bite in on 27th Janauary 2024. He received 2 doses of ARV on 27-01-2024 and 02-02-2024 but could not complete the course as he went to Nepal for family function. District RRT investigated the outbreak. He expired on 22-02-2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",8
14,KN/VJP/2024/08/253,Karnataka,Vijayapura,Human Rabies,1.0,1.0,21-02-2024,22-02-2024,Under Surveillance,"Case was reported from Village Byakod, Sub- District Basavana Bagevadi, District Vijayapura. A 45 year old male presented with complaints of fever, hydrophobia, and aerophobia. History of dog bite two months back. He visited a local healer and did not take any post exposure prophylaxis. District RRT investigated the outbreak. The dog died on the same day of incident. He expired on 21st February 2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",8
27,MG/JTH/2024/08/266,Meghalaya,West Jaintia Hills,Human Rabies,1.0,1.0,17-02-2024,23-02-2024,Under Surveillance,"Case was reported from Khliehtyrshi, Sub- District Thadlaskein, District West Jaintia Hills. A 22 year old male presented with complaints of hydrophobia and aerophobia History of dog bite in 2 years back. He did not receive any post exposure prophylaxis. District RRT investigated the outbreak. He expired on 17-02- 2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",8
46,MG/JTH/2024/08/284,Meghalaya,West Jaintia Hills,Human Rabies,1.0,1.0,09-02-2024,,Under Surveillance,"Case was reported from Nangbah, Sub-District Thadlaskein, District West Jaintia Hills. A 68 year old female presented with complaints of fever, hydrophobia, pain abdomen. History of dog bite in June, 2023. She did not receive ARV. District RRT investigated the outbreak. The dog died 2 weeks after the bite. She expired on 09-02-2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",8
47,MG/WKH/2024/08/285,Meghalaya,West Khasi Hills,Human Rabies,1.0,1.0,14-02-2024,,Under Control,"Cases were reported from Village Riangdo, Sub-District Mawshynrut, District West Khasi Hills. A 33 year old male presented with complaints of hydrophobia and aerophobia History of dog bite in 23 years back. He did not receive any post exposure prophylaxis. District RRT investigated the outbreak. He expired on 15-02-2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",8
6,AS/GLP/2024/09/289,Assam,Goalpara,Human Rabies,1.0,1.0,24-02-2024,26-02-2024,Under Control,"Cases reported from Harimura SD, Village: Harimura, Sub-District: Matia, District: Goalpara. Cases presented with symptoms of hydrophobia, aerophobia on 21.02.24. He had a history of dog scratch on his hand on 12.01.2024. The case did not receive ARV. District RRT investigated the outbreak. RRT Team conducted surveillance activities. House to house survey was done for any dog bite cases. IEC activities regarding wound washing, wood management, importance of ARV in animal bite condition and completing the vaccine schedule was conducted. An awareness meeting was organized in the village. Contact tracing done and exposure prophylaxis started for all the close contacts. Death of a 36 year old male has occurred on 26.02.2024 due to the illness.",9
0,AR/PPM/2024/10/347,Arunachal Pradesh,Papumpare,Human Rabies,1.0,1.0,04-03-2024,04-03-2024,Under Surveillance,"Case was reported from Village Chandanagar, Sub-District Itanagar EAC, District Papum Pare. A 38 year old male presented with complaints of hydrophobia, fever with weakness. History of dog bite 5-6 months back. He did not receive ARV. District RRT investigated the outbreak. He expired on 04-03- 2024 at TRIHMS, Naharlagun. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",10
2,AR/PPM/2024/10/347,Arunachal Pradesh,Papumpare,Human Rabies,1.0,1.0,04-03-2024,04-03-2024,Under Surveillance,"Case was reported from Village Chandanagar, Sub-District Itanagar EAC, District Papum Pare. A 38 year old male presented with complaints of hydrophobia, fever with weakness. History of dog bite 5-6 months back. He did not receive ARV. District RRT investigated the outbreak. He expired on 04-03- 2024 at TRIHMS, Naharlagun. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",10
36,AR/EKM/2024/10/380,Arunachal Pradesh,East Kameng,Human Rabies,2.0,2.0,16-02-2024,,Under Control,"Cases were reported from Village Wessang, Sub-District Seppa HQ, District East Kameng. Cases presented with complaints of hydrophobia, fever and discomfort. History of dog bite 5-6 months back. They did not receive ARV. District RRT investigated the outbreak. 37 year old male expired on 16th February while 52 year old male expired on 24th February 2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",10
8,AS/JRT/2024/11/391,Assam,Jorhat,Human Rabies,1.0,1.0,11-03-2024,11-03-2024,Under Control,"Case reported from Narayanpur TE, Panbari under Baghchung BPHC. Case presented with symptoms of body ache, vomiting, breathlessness, hydrophobia on 6.3.2024. The patient had a history of dog bite in the left leg ankle region by a stray dog on 12.1.2024. The Patient did not take Anti-Rabies vaccine. District RRT investigated the outbreak. Animal Husbandry and Veterinary Department were informed for stray dog rabies immunization. RRT Team conducted surveillance activities. House to house survey was done for any dog bite cases. IEC activities regarding wound washing, wood management, importance of ARV in animal bite condition and completing the vaccine schedule was conducted. An awareness meeting was organized in the village. Contact tracing done and exposure prophylaxis started for all the close contacts. Death of a 30 year old male has occurred on 8.3.24 at home due to the illness.",11
1,AS/KMR/2024/12/463,Assam,Kamrup,Human Rabies,1.0,1.0,18-03-2024,19-03-2024,Under Control,"Case was reported from Village Lotoridia, Sub- District Boko, District Kamrup. A 14 year old male presented with complaints of hydrophobia, aerophobia, restlessness, and fever with weakness on 14-03-2024. History of dog bite 6 years back. He did not receive ARV. District RRT investigated the outbreak. He expired on 16-03-2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",12
4,AS/KMR/2024/12/463,Assam,Kamrup,Human Rabies,1.0,1.0,18-03-2024,19-03-2024,Under Control,"Case was reported from Village Lotoridia, Sub- District Boko, District Kamrup. A 14 year old male presented with complaints of hydrophobia, aerophobia, restlessness, and fever with weakness on 14-03-2024. History of dog bite 6 years back. He did not receive ARV. District RRT investigated the outbreak. He expired on 16-03-2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",12
58,MN/IMP/2024/12/516,Manipur,Imphal West,Human Rabies,1.0,1.0,01-03-2024,,Under Control,"Case was reported from Haorangsabal, Sub-District Lamsang, District Imphal West. 35 year old male presented with complaints of difficulty in breathing, hydrophobia and aerophobia on 27.02.2024. He had a history of dog bite on 19.02.2024. He did not receive ARV. District RRT investigated the outbreak. He expired on 03.03.2024 at RIMS Hospital. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",12
4,AS/DAR/2024/12/520,Assam,Darrang,Human Rabies,1.0,1.0,28-03-2024,28-03-2024,Under Control,"Case reported from Khokjani Village under Kharupetia BPHC, Kharupetia CHC. Case presented with symptoms of fever & hydrophobia on 24.3.2024. He had a history of bite by stray dog on 2.3.2024. ARS and ARV was administered on the same day. The patient received ARV 3rd dose on 9.3.2024. District RRT investigated the outbreak. Animal Husbandry and Veterinary Department were informed for stray dog rabies immunization. RRT Team conducted surveillance activities. House to house survey was done for any dog bite cases. IEC activities regarding wound washing, wood management, importance of ARV in animal bite condition and completing the vaccine schedule was conducted. An awareness meeting was organized in the village. Contact tracing done and exposure prophylaxis started for all the close contacts. Death of a 9 year old male has occurred on 28.3.2024 due to the illness.",13
7,AS/KOK/2024/16/662,Assam,Kokrajhar,Human Rabies,1.0,1.0,15-04-2024,15-04-2024,Under Surveillance,"Case was reported from Village Kokormari, Sub-District Kokrajhar, District Kokrajhar. A 50-year-old male presented with complaints of weakness and tingling sensation of upper limb. History of dog bite on the right hand around one month back by his pet dog. District RRT investigated the outbreak. He expired on 14- 04- 2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",16
8,AS/UAL/2024/16/663,Assam,Udalguri,Human Rabies,1.0,1.0,16-04-2024,17-04-2024,Under Surveillance,"Case was reported from Village Kakalbhangi, Sub-District Harisinga, District Udalguri. An 11-year-old male presented with complaints of aggressiveness, pain abdomen and vomiting. History of dog bite in the 3rd week of January. District RRT investigated the outbreak. He expired on 15-04-2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",16
43,MN/SEN/2024/16/698,Manipur,Senapati,Human Rabies,1.0,1.0,18-04-2024,18-04-2024,Under Surveillance,"Case was reported from Village Maram Ramlung, Sub-District Tadubi, District Senapati. A 59-year-old female presented with hydrophobia, shortness of breath, fever, weakness with myalgia. District RRT investigated the outbreak. The patient had dog bite history six months back on 10th October 2023. She did not take any ARV. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation. The case expired on 22-04-2024.",16
44,NG/DMR/2024/16/699,Nagaland,Dimapur,Human Rabies,1.0,1.0,17-04-2024,18-04-2024,Under Surveillance,"Cases were reported from Village Shitovi, Sub- District Chumukedima, District Dimapur. A 13- year-old female presented with hydrophobia, photophobia, headache, fever, weakness with myalgia. District RRT investigated the outbreak. The patient had dog bite history 10th March 2024. She did not take any rabies vaccine. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation. The case expired on 17-04-2024.",16
4,AS/SBS/2024/18/797,Assam,Charaideo,Human Rabies,1.0,1.0,30-04-2024,01-05-2024,Under Surveillance,"Case reported from Tingalibam TE Hospital, Tingalibam T.G, Sub-District: Sonari, District: Charaideo. Case presented with symptoms of hydrophobia. The patient had a history of dog bite 3 months on 01.02.2024. No ARV was received. Case was clinically diagnosed as rabies. District RRT investigated the outbreak. Animal Husbandry and Veterinary Department were informed for stray dog rabies immunization. House to house survey was done for any dog bite cases. IEC activities regarding wound washing, wood management, importance of ARV in animal bite condition and completing the vaccine schedule was conducted. An awareness meeting was organized in the village. Contact tracing done and exposure prophylaxis started for all the close contacts. Death of a 34 year old male has occurred due to the illness.",18
21,JK/KWR/2024/19/882,Jammu and Kashmir,Kupwara,Human Rabies,1.0,1.0,01-05-2024,11-05-2024,Under Surveillance,"Case was reported from Village Khumriyal, Sub-District Kupwara, District Kupwara. A 40-year-old male presented with complaints of fever, hydrophobia and aerophobia. History of dog bite on 01-04-2024. He did not receive RIG immediately. District RRT investigated the outbreak. The case was referred to SKIMS Soura further to SMHS Srinagar. He expired on 01-05-2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",19
31,MN/IMP/2024/19/892,Manipur,Imphal West,Human Rabies,1.0,1.0,06-05-2024,08-05-2024,Under Surveillance,"Case was reported from Keishamthong Hodam Leirak under Kwakeithel, District Imphal West. A 68-year-old female presented with headache, vomiting, fever, localized weakness. District RRT investigated the outbreak. The patient had history of cat bite one and half months back. She did not take ARV. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation. The case expired on 06-05-2024..",19
45,MN/IMP/2024/19/905,Manipur,Imphal West,Human Rabies,1.0,1.0,29-04-2024,Under Surveillance,"Case was reported from Haorangsabul under PHC Phayeng, Sub-District Lamphelpat, District Imphal West. A 17-year-old male presented with difficulty in breathing, hydrophobia, and aerophobia. District RRT investigated the outbreak. The patient had dog bite history one and half month back. Community awareness and health education given by peripheral team on vaccination, hygiene and sanitation. The case expired on 4th May 2024.",,19
8,AS/SBS/2024/20/913,Assam,Charaideo,Human Rabies,1.0,1.0,16-05-2024,16-05-2024,Under Surveillance,"Cases reported from Village Chola Pothar Gaon, Sub-District Sonari, District Charaideo. Cases hydrophobia. District RRT",20
63,MG/JTH/2024/21/1036,Meghalaya,West Jaintia Hills,Human Rabies,1.0,1.0,07-05-2024,Under Control,"Case was reported from Village Lakroh, Sub-District Amlarem, District West Jaintia Hills. A 30 year-old female presented with complaints of fever, headache, confusion, agitation, hydrophobia and aerophobia. History of dog bite on 17th March 2024. She did not receive RIG immediately. District RRT investigated the outbreak. She expired on 06-05-2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",,21
64,MG/JTH/2024/21/1037,Meghalaya,West Jaintia Hills,Human Rabies,1.0,1.0,07-05-2024,Under Control,"Case was reported from Village Muktapur, Sub-District Amlarem, District West Jaintia Hills. A 33 year-old male presented with complaints of fever, headache, muscle spasm, hydrophobia and aerophobia. Historie of dog bite 2 months back. He did not receive post exposure prophylaxis. RIG immediately. District RRT investigated the outbreak. He expired on 04-05-2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",,21
53,MG/WKH/2024/22/1091,Meghalaya,West Khasi Hills,Human Rabies,1.0,1.0,08-05-2024,29-05-2024,Under Surveillance,"A suspected case of human rabies was reported from Machok Anram under Shahlang PHC, Mawshynrut Block. The case presented with symptoms of aerophobia, anxiety, hydrophobia, delirium, hyperactivity and hyper salivation. The date of onset was 08 May 2024, and the patient expired on 09 May 2024. The case was diagnosed clinically. District RRT investigated the outbreak. The family members were advised to undergo PEP. IEC activities, including a public health awareness campaign was conducted in the presence of the local headman, and was carried out in the local language.",22
15,KN/CKR/2024/23/1125,Karnataka,Chikballapur,Human Rabies,1.0,1.0,04-06-2024,04-06-2024,Under Control,"Case was reported from Village Bendgi, Sub- District Chikkaballapura, District Chikkaballapur. A 55-year-old male presented with complaints of fever. History of dog bite in April 2024. He received 3 out of 4 doses of ARV. District RRT investigated the outbreak. He expired on 18-05-2024. Brain sample tested at NIMHANS found positive by Real time PCR, RFFIT. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",23
74,JH/LAT/2024/24/1240,Jharkhand,Latehar,Human Rabies,1.0,1.0,04-06-2024,Under Control,"Case was reported from Village Salwe, Sub-District Garu, District Latehar. A 10-year-old girl child presented with complaints of fever, hydrophobia and aerophobia. History of dog bite one month back. ARV was not taken. District RRT investigated the outbreak. The case was referred to RIMS, Ranchi and further to Infectious Disease hospital. She expired on 02-06-2024 at home. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",,24
77,KN/HAS/2024/24/1243,Karnataka,Hassan,Human Rabies,1.0,1.0,04-06-2024,Under Control,"Cases reported from Nittur PHC, Village: Yalagunda, Sub- District: Hassan, District: Hassan. Cases presented with non- healing wound at upper right shoulder & history of category 3 dog bite at the same site on 26.04.2024. Patient received 3 doses of ARV from Nittur PHC. Post mortem brain biopsy sample was tested at NIMHANS, which was positive for Rabies by RT- PCR. District RRT investigated the outbreak. IEC activities regarding wound washing, wood management, importance of ARV in animal bite condition and completing the vaccine schedule was conducted. Contact tracing was done and exposure prophylaxis was started for all 11 close contacts. The patient, a 76 year old female and a known case of diabetes, succumbed to the injuries on 18.05.2024 during treatment from NIMHANS, Bengaluru.",,24
30,KN/TUM/2024/25/1276,Karnataka,Tumakuru,Human Rabies,1.0,1.0,18-06-2024,18-06-2024,Under Control,"Case was reported from village Kadaba, Sub- District Gubbi, District Tumakuru. A 65-year- old female presented with complaints of fever, headache and vomiting. History of dog bites (Cat – 3) on 26th May 2024. She received Immunoglobulin and 3 doses of ARV at District Hospital Tumkuru. District RRT investigated the outbreak. She expired on 16-06-2024. Community awareness and health education given by peripheral team on vaccination for dog bite, hygiene and sanitation.",25
