Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number,No. of De ath s
16,OR/KJR/2019/36/1145,Odisha,Keonjhar,Food Poisoning,32,00,02-09-19,03-09-19,Under Control,"Cases reported from Village/SC/PHC Padampur, Block Sadar. District RRT investigated the outbreak. Active search of cases done. All the cases consumed food (Panchamruta) and presented with symptoms of loose motion and vomiting. 02 water a samples were collected; result awaited. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.",36
18,OR/KJR/2019/36/1147,Odisha,Keonjhar,Food Poisoning,24,00,03-09-19,04-09-19,Under Control,"Cases reported from Village Rimuli (Klandi Sahi), SC Rimuli, CHC Bhanda, Block Champua. District RRT investigated the outbreak. All the cases consumed food (Bhog) and presented with symptoms of loose motion and vomiting. 02 water a samples were collected; result awaited. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.",36
21,TN/SLM/2019/36/1150,Tamil Nadu,Salem,Food Poisoning,34,00,02-09-19,03-09-19,Under Control,"Cases reported from Village Sankili Muniyappan, HSC Konaickan, PHC/Block Kolathur. District RRT investigated the outbreak. Active search of cases done. All the cases consumed food (mushroom) and presented symptoms with loose motion and vomiting. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.",36
6,KN/CKR/2019/37/1176,Karnataka,Chickaballapura,Food Poisoning,65,00,08-09-19,09-09-19,Under Control,"Cases reported from Village Pothenahalli, PHC/CHC Thondebhavi, Taluk Gowribidanur. District RRT investigated the outbreak. The source was suspected to be contaminated food. A total of 03 food samples collected and 01 water sample tested at BMRCI and PHI; food sample negative. A total of 02 water samples collected and tested by H2S media at PHC were potable by media. All cases were treated H2S symptomatically. Health education given.",37
17,UP/FAT/2019/37/1187,Uttar Pradesh,Fatehpur,Food Poisoning,25,00,12-09-19,13-09-19,Under Surveillance,"Cases reported from PHC Gopalganj, Thanpur Badagaon Fatehpur, Block Malwan. District RRT investigated the outbreak. Cases presented with vomiting loose stools and abdominal pain. All cases were treated symptomatically. ORS and chlorine tables distributed. Health education given.",37
0,AP/VKP/2019/38/1201,Andhra Pradesh,Visakhapatnam,Food Poisoning,70,00,20-09-19,21-09-19,Under Control,"Cases reported from Chaitanya Junior College Hostel, Mytri campus, Village Kommadi. District RRT investigated the outbreak. Students complained of poor sanitation and hygiene in the campus. A total of 26 water samples collected from the site and sent to the Regional Public Health Laboratory, Visakhapatnam for analysis; result awaited. All cases were treated symptomatically. Health education given on food, water sanitation and hygiene.",38
4,AP/VKP/2019/38/1201,Andhra Pradesh,Visakhapatnam,Food Poisoning,70,00,20-09-19,21-09-19,Under Control,"Cases reported from Chaitanya Junior College Hostel, Mytri campus, Village Kommadi. District RRT investigated the outbreak. Students complained of poor sanitation and hygiene in the campus. A total of 26 water samples collected from the site and sent to the Regional Public Health Laboratory, Visakhapatnam for analysis; result awaited. All cases were treated symptomatically. Health education given on food, water sanitation and hygiene.",38
13,KL/ALP/2019/38/1210,Kerala,Alappuzha,Food Poisoning,19,00,16-09-19,18-09-19,Under Control,"Cases reported vomiting, pain enteropathogens. symptomatically. Water hygiene and sanitation.from Village/HSC/PHC Perumbalam, Block Arookutty. District RRT investigated the outbreak. Cases presented with abdomen and diarrhea. Cases consumed food in a social ceremony. Stool, food and water samples collected were negative for All cases were treated sources were super chlorinated. Health education given on personal",38
14,KL/ERN/2019/38/1211,Kerala,Ernakulum,Food Poisoning,27,00,19-09-19,23-09-19,Under Control,"Cases reported given.from Village Mulanthuruthyh, PHC Arakunam, Block Keechery. District RRT investigated the outbreak. Cases presented with pain abdomen, vomiting and loose stools. A total of 02 well water samples collected and sent to RAL Lab Ernakulum; result awaited. All cases were treated symptomatically. Health education",38
25,KL/TRC/2019/38/1221,Kerala,Thrissur,Food Poisoning,90,00,12-09-19,,Under Control,"Cases reported from Village/HSC Venganallur, PHC Thonnurkara, Block Thiruvilwamala. District RRT investigated the outbreak. Cases presented with pain abdomen, vomiting and loose stools. Food and water samples collected and sent to Microbiology MCH; result awaited. All cases were treated symptomatically. Water sources were super chlorinated. Health education given.",38
2,BH/MZP/2019/39/1237,Bihar,Muzaffarpur,Food Poisoning,47,00,20-09-19,25-09-19,Under Control,"Cases reported from Budhanpur, HSC Bisunpur Saraiya, PHC/Block Paroo. District RRT investigated the outbreak. Cases presented with loose stools and vomiting after consuming food in a religious ceremony; cases belonged to low socio- economic status. Poor sanitary conditions were observed. All cases were treated symptomatically. Health education given.",39
6,BH/MZP/2019/39/1237,Bihar,Muzaffarpur,Food Poisoning,47,00,20-09-19,25-09-19,Under Control,"Cases reported from Budhanpur, HSC Bisunpur Saraiya, PHC/Block Paroo. District RRT investigated the outbreak. Cases presented with loose stools and vomiting after consuming food in a religious ceremony; cases belonged to low socio- economic status. Poor sanitary conditions were observed. All cases were treated symptomatically. Health education given.",39
16,KL/PLK/2019/39/1247,Kerala,Palakkad,Food Poisoning,14,00,23-09-19,27-09-19,Under Surveillance,"Cases reported from Village Vayaloor, SC Vayaloor, PHC Sholayur, CHC Agali. District RRT investigated the outbreak. House to house survey done. All cases had history of mushroom consumption following which they developed nausea, vomiting and pain abdomen. All cases were treated symptomatically. Health education given.",39
17,KL/CNR/2019/39/1248,Kerala,Kannur,Food Poisoning,22,00,22-09-19,23-09-19,Under Control,"Cases reported from Village Madayi, HSC Chottad, PHC Mutham, Block Payangadi. District RRT investigated the outbreak. The probable source of infection was food consumed in a social gathering. A single water and stool sample was collected and tested at Regional Public Health Lab; water quality was satisfactory and stool sample was negative for cholera culture. All cases were treated symptomatically. Well water chlorination done. Health education given on food and personal hygiene.",39
28,PN/PON/2019/39/1259,Puducherry,Puducherry,Food Poisoning,13,00,27-09-19,27-09-19,Under Control,"Cases reported from Head Quarters area, Block Puducherry. District RRT investigated the outbreak. Cases presented with loose stools, vomiting and fever. Point source was identified as food consumed in a temple. A total of 02 stool samples were collected and tested at Indira Gandhi Government General Hospital and Post Graduate Institute; result awaited. All cases were treated symptomatically. Health education given.",39
35,KL/ALP/2019/39/1265,Kerala,Alappuzha,Food Poisoning,94,00,05-07-19,,Under Control,"Cases reported from Village Kayamkulam School Govt LPS Eruva, THQH Kayamkulam, Block Muthukualm Institution. District RRT investigated the outbreak. All cases consumed food from a single source. A total of 03 water and 06 stool samples collected and sent to Microbiology Lab Vandanam Alappuzha, result awaited. Rice sample collected and sent to PH lab, Trivandrum; result awaited. All cases were treated symptomatically. Health education given.",39
37,MP/UIJ/2019/39/1267,Madhya Pradesh,Ujjain,Food poisoning,14,00,17-09-19,,Under Control,Cases reported from Government Deaf-Dump Girls Hostel. District RRT investigated the outbreak. Cases presented symptoms of pain abdomen and vomiting. Cases were in the age group 14-22 years. Water and food samples were collected by Water and Food Department; result awaited. All cases were treated symptomatically. Alternate source of drinking water arranged. Health education given.,39
15,MP/HSN/2019/40/1285,Madhya Pradesh,Hoshangabad,Food Poisoning,16,00,26-09-19,04-10-19,Under Control,"Cases reported from Village Amrai (Borkheda), SHC Pipariyakurda, Block Kesla. District RRT investigated the outbreak. Active search for cases done. Cases presented with symptoms of vomiting and loose motion. Medical camp organized and cases treated symptomatically. Health regarding food hygiene and sanitation.consumed mid-day meal and education given",40
18,MZ/AIE/2019/40/1288,Mizoram,Aizwal West,Food Poisoning,24,00,26-08-19,03-10-19,Under Control,"Cases reported from Village Maubuang, Block Aibawk. District RRT investigated the outbreak. Active search for cases done. Cases consumed food in social ceremony and presented with symptoms of vomiting and loose motion. Cases treated symptomatically. ORS packets distributed in the affected area. Health education given regarding food hygiene and sanitation.",40
1,AR/LHT/2019/41/1307,Arunachal Pradesh,Lohit,Food Poisoning,16,00,04-10-19,10-10-19,Under Control,Cases reported from Block Wakro. District RRT investigated the outbreak. Cases gave history of consumption of meat in a religious ceremony. All cases were treated symptomatically. Health education given.,41
2,AS/LKM/2019/41/1308,Assam,Lakhimpur,Food Poisoning,45,00,11-10-19,11-10-19,Under Control,"Cases reported from Thakurdoloni, SC Bholabori, BPHC Dhalpur. District RRT investigated the outbreak. Cases presented with loose stools, vomiting and pain abdomen. Cases gave history of consumption of food in a religious ceremony. Water sample collected and found unfit. A total of 02 food samples were collected and sent to Food Analysis, Govt of Assam, result awaited. All cases were treated symptomatically. House to house survey done. Health education given on personal hygiene and cleanliness. Awareness camp organized in the affected area.",41
6,AR/LHT/2019/41/1307,Arunachal Pradesh,Lohit,Food Poisoning,16,00,04-10-19,10-10-19,Under Control,Cases reported from Block Wakro. District RRT investigated the outbreak. Cases gave history of consumption of meat in a religious ceremony. All cases were treated symptomatically. Health education given.,41
7,AS/LKM/2019/41/1308,Assam,Lakhimpur,Food Poisoning,45,00,11-10-19,11-10-19,Under Control,"Cases reported from Thakurdoloni, SC Bholabori, BPHC Dhalpur. District RRT investigated the outbreak. Cases presented with loose stools, vomiting and pain abdomen. Cases gave history of consumption of food in a religious ceremony. Water sample collected and found unfit. A total of 02 food samples were collected and sent to Food Analysis, Govt of Assam, result awaited. All cases were treated symptomatically. House to house survey done. Health education given on personal hygiene and cleanliness. Awareness camp organized in the affected area.",41
11,MG/EKH/2019/41/1312,Meghalaya,East Khasi Hills,Food Poisoning,08,00,07-10-19,09-10-19,Under Control,"Cases reported from CHC Mawiong Umjapung, Block Mylliem. District RRT investigated the outbreak. Cases presented with vomiting, diarrhea and abdominal pain. Cases were distributed across all age groups. Cases gave history of consumption of food in a religious gathering. The median incubation period was 03 hours. All cases were treated symptomatically. Health education given.",41
17,AS/DAR/2019/41/1317,Assam,Darrang (Mangaldoi),Food Poisoning,46,00,04-10-19,,Under Control,"Cases reported from Village Chamuapara & Pariapara, SC Chamuapara, BPHC Jaljali, Darrang. District RRT investigated the outbreak. Cases were distributed across all age groups; 22 were men and 34 were women. Cases gave history of consumption of food at a religious gathering. A total of 05 rectal swab samples collected and tested at Civil Hospital Mangaldai, E coli growth seen. A single water collected and reported as satisfactory. Food samples collected; result awaited. All cases were treated symptomatically. Active case search done. Health education given.",41
0,AS/JRT/2019/42/1328,Assam,Jorhat,Food Poisoning,86,00,17-10-19,18-10-19,Under Control,"Cases reported from Village Bhekeli Gaon, SC Dhodang, BPHC Kamalabari. District RRT investigated the outbreak. Active search for cases done. Cases consumed food (chana) in a social ceremony and presented symptoms of vomiting and loose motion. 5 stool and 2 water samples collected. Food samples collected. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.",42
5,AS/JRT/2019/42/1328,Assam,Jorhat,Food Poisoning,86,00,17-10-19,18-10-19,Under Control,"Cases reported from Village Bhekeli Gaon, SC Dhodang, BPHC Kamalabari. District RRT investigated the outbreak. Active search for cases done. Cases consumed food (chana) in a social ceremony and presented symptoms of vomiting and loose motion. 5 stool and 2 water samples collected. Food samples collected. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.",42
32,TR/UKI/2019/42/1355,Tripura,Unakoti,Food Poisoning,14,00,17-10-19,19-10-19,Under Control,"Cases reported from Girls Hostel of ANM Training Institute, RGM Sub Divisional Hospital Complex, Kailashahar Municipal Council. District RRT investigated the outbreak. Point source identified as food cooked in hostel. Cases presented symptoms with pain abdomen, vomiting and lose stools. All cases were treated symptomatically. Health education given.",42
34,WB/HGL/2019/42/1357,West Bengal,Hooghly,Food Poisoning,145,00,20-10-19,20-10-19,Under Control,"Cases treated from Village Sadpur, Jiarah, SC Aniya GP, Chanditala-01. District RRT investigated the outbreak. Active search of cases done. All the cases consumed food in a marriage ceremony and presented symptoms of loose motion and vomiting. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.",42
51,MH/LTR/2019/42/1373,Maharashtra,Latur,Food Poisoning,13,00,28-08-19,,Under Control,"Cases reported from Village Shankarwadi, SC/PHC Chapoli, Block Chakur. District RRT investigated the outbreak. Active search of cases done. All the cases consumed food from a common source and presented symptoms of loose motion and vomiting. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.",42
2,GJ/AHM/2019/43/1385,Gujarat,Ahmedabad,Food Poisoning,11,00,21-10-19,22-10-19,Under Control,"Cases reported from Anganwadi-1 Modasar, PHC Modasar, Block Sanand. District RRT investigated the outbreak. Active case search done. Cases consumed food and presented with symptoms of loose stools and vomiting 04 stool samples collected and tested at Sola Micro Lab Ahmedabad; 03 reported as negative for cholera culture. Water sample reported as potable. All cases were treated symptomatically. Water chlorination done. Health education given on food safety, hand washing and sanitation.",43
5,GJ/AHM/2019/43/1385,Gujarat,Ahmedabad,Food Poisoning,11,00,21-10-19,22-10-19,Under Control,"Cases reported from Anganwadi-1 Modasar, PHC Modasar, Block Sanand. District RRT investigated the outbreak. Active case search done. Cases consumed food and presented with symptoms of loose stools and vomiting 04 stool samples collected and tested at Sola Micro Lab Ahmedabad; 03 reported as negative for cholera culture. Water sample reported as potable. All cases were treated symptomatically. Water chlorination done. Health education given on food safety, hand washing and sanitation.",43
13,KL/KTM/2019/43/1393,Kerala,Kottayam,Food Poisoning,21,00,19-10-19,22-10-19,Under Control,"Erumeli & investigatedCases reported from Various villages under PHC Kalaketty, Paratodu, CHC Edayirikapuzha, Block Edayirikapuzha. District RRT the outbreak. Joint inspection was conducted by food safety department. House to house survey done. Cases consumed food (fish) from different eateries in Erumeli Block. Cases presented with loose stools and vomiting. A single stool sample collected and tested at DDRC Lab, Kottayam. All cases were treated symptomatically. All outlets supplying the food including the main manufacturer was closed. Health education given.",43
14,KL/KTM/2019/43/1394,Kerala,Kottayam,Food Poisoning,60,00,20-10-19,23-10-19,Under Control,"total of 02 water sample collected and sent Kerala Water authority. All cases were symptomatically. Super done. Health education given.Cases reported from Village/HSC Bharanganam, PHC/Block Ullanadu. District RRT investigated the outbreak. Joint inspection conducted with Food Safety department. House to house survey done. Cases consumed food in a canteen and presented with loose stools, vomiting and pain abdomen. A to treated chlorination of water",43
20,MP/UIJ/2019/43/1400,Madhya Pradesh,Ujjain,Food Poisoning,19,00,23-10-19,26-10-19,Under Control,"Cases reported from Village Khusra Khedi, Block Tajpur. District RRT investigated the outbreak. Cases belonged to the age group 6-9 years. Cases gave history of consuming castor beans after school, following which they developed pain abdomen, vomiting and loose stools. All cases were treated symptomatically. Health education given.",43
21,OR/PRI/2019/43/1401,Odisha,Puri,Food Poisoning,16,00,21-10-19,23-10-19,Under Control,"Cases reported from Village Sahana, SC Sundara, GP Churiana, CHC Astaranga. District RRT investigated the outbreak. Cases presented with pain abdomen and vomiting, they gave history of consumption of rice and chicken curry. A total of 04 bore well water samples collected and sent to DPHL, Puri; 02 water samples E.coli was isolated. All cases were treated symptomatically. Health education given.",43
29,AS/GLG/2019/43/1408,Assam,Golaghat,Food Poisoning,55,00,14-10-19,,Under Control,"Cases reported from Village Pironimelia, SC Baruagaon Notional, Block Kamarbandha. District RRT investigated the outbreak. Cases presented with mild fever, pain abdomen and loose stools. Cases gave history of consumption in a gathering. A total of 08 stool samples collected and tested at DPHL Golaghat; E.coli growth seen. A total of 06 water samples were collected for H2S test and were reported as not contaminated. All cases were treated symptomatically. Health education given on safe drinking water and hand hygiene.",43
0,AR/LSB/2019/44/1432,Arunachala Pradesh,Subansiri,Food Poisoning,13,00,27-10-19,29-10-19,Under Control,"Cases reported from Village Dumporijo, CHC Dumporijio. District RRT investigated the outbreak. Active search for cases done. Cases consumed food (fermented soyabean) in a social ceremony and presented symptoms of vomiting and loose motion. Food samples (soyabean) collected. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.",44
4,AR/LSB/2019/44/1432,Arunachala Pradesh,Subansiri,Food Poisoning,13,00,27-10-19,29-10-19,Under Control,"Cases reported from Village Dumporijo, CHC Dumporijio. District RRT investigated the outbreak. Active search for cases done. Cases consumed food (fermented soyabean) in a social ceremony and presented symptoms of vomiting and loose motion. Food samples (soyabean) collected. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.",44
8,JH/WSI/2019/44/1438,Jharkhand,West Singhbhum,Food Poisoning,08,00,29-10-19,30-10-19,Under Control,"Cases of diarrhea, vomiting reported from Village Baranga, SC Baranga, CHC Manoharpur. District RRT investigate the outbreak. Active search for cases done. Cases consumed food in a social ceremony. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.",44
9,JH/WSI/2019/44/1439,Jharkhand,West Singhbhum,Food Poisoning,10,00,30-10-19,31-10-19,Under Control,"Cases reported from Village/SC Ramchanderpur, CHC Sonua. District RRT investigated the outbreak. Active search for cases done. Cases consumed food and presented symptoms of vomiting and loose motion. 5 stool samples collected and sent to DPHL Chaibasa. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.",44
10,KN/DVA/2019/44/1440,Karnataka,Davanagere,Food Poisoning,35,00,02-11-19,02-11-19,Under Control,"Cases reported from Village Batlakatte, PHC/CHC Hadadi, Taluk Davanagere. District RRT investigated the outbreak. Active search for cases done. Cases consumed food in a social ceremony. 2 stool, 5 blood and 2 water samples collected and sent to DPHL Davangere. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.",44
13,OR/KPT/2019/44/1443,Odisha,Koraput,Food Poisoning,07,00,27-10-19,31-10-19,Under Control,Cases reported from Village Similigudam G. PS. C Kollar CHC Bolpariguda District RRT investigated the outbreak. Active search for cases done. Cases consumed food (meat curry) in a social ceremony and presented symptoms of vomiting and loose motion. 2 water samples collected. All cases treated symptomatically. Health education given regarding food hygiene and sanitation.,44
1,AS/DBG/2019/45/1460,Assam,Dibrugarh,Food poisoning,77,00,05-11-19,08-11-19,Under Control,"Cases reported from Village 01 No Kecheruguri, SC Kumarchuk, Block PHC Naharani. District RRT investigated the outbreak. Cases presented with fever, headache, pain abdomen, diarrhea and vomiting after consuming food in a religious ceremony. A total of 03 rectal swab samples collected and tested at Microbiology Dept. AMCH Dibrugarh, no growth of significant enteric bacterial pathogen was found. A total of 02 water samples tested at Microbiology Dept. AMCH Dibrugarh, both were unsatisfactory for drinking purpose. All cases were treated symptomatically. Medical camp organized in the affected area. PHED Dept visited the affected area and collected drinking water samples for analysis. Health education given.",45
3,AS/DBG/2019/45/1460,Assam,Dibrugarh,Food poisoning,77,00,05-11-19,08-11-19,Under Control,"Cases reported from Village 01 No Kecheruguri, SC Kumarchuk, Block PHC Naharani. District RRT investigated the outbreak. Cases presented with fever, headache, pain abdomen, diarrhea and vomiting after consuming food in a religious ceremony. A total of 03 rectal swab samples collected and tested at Microbiology Dept. AMCH Dibrugarh, no growth of significant enteric bacterial pathogen was found. A total of 02 water samples tested at Microbiology Dept. AMCH Dibrugarh, both were unsatisfactory for drinking purpose. All cases were treated symptomatically. Medical camp organized in the affected area. PHED Dept visited the affected area and collected drinking water samples for analysis. Health education given.",45
6,GJ/PAT/2019/45/1463,Gujarat,Patan,Food Poisoning,118,00,08-11-19,09-11-19,Under Control,"Cases reported from Village Keshani, SC/PHC Ganget, Taluk Chansma. District RRT investigated the outbreak. House to house survey conducted. Cases presented with pain abdomen, diarrhea and vomiting after consuming food in a social gathering. A single stool sample collected for bacteriological examination and sent to Public Health Laboratory IDSP at Civil Hospital Mehsana, found negative for any pathogen. All cases were treated symptomatically. Medical camp conducted in the affected area. ORS packets distributed in the affected area. Health education given.",45
9,KN/CHI/2019/45/1466,Karnataka,Chitradurga,Food Poisoning,58,00,05-11-19,06-11-19,Under Control,"Cases reported from Village Channabasayyanahatti, PHC/CHC Nelagetanahatti, Taluk Challakere. District RRT investigated the outbreak. All cases reported after consumption of mid day meal in higher primary school. A dead lizard was found in the food. Food samples collected and tested at PHI Bangalore; result awaited. All cases were treated symptomatically. Health education given.",45
10,KN/DVA/2019/45/1467,Karnataka,Davanagere,Food Poisoning,79,00,05-11-19,05-11-19,Under Control,"Cases reported from Davangere, Hadadi. K G Halli, Batlakatte. District RRT investigated the outbreak. Cases presented with vomiting and loose stools after consuming food in a social gathering. A total of 05 blood and 02 stool samples collected and tested at DPHL Davangere, result awaited. All cases were treated symptomatically. Temporary clinic was setup in the affected area. Health education given on food hygiene and safe drinking water.",45
14,KL/UIJ/2019/45/1471,Madhya Pradesh,Ujjain,Food poisoning,70,01,08-11-19,10-11-19,Under Control,"Cases reported from Ujjain urban. District RRT investigated the outbreak. Cases presented with pain abdomen, nausea, vomiting and loose stools after consuming food in a marriage function. A total of 05 stool samples collected and tested at to MGM Medical College, Indore. All cases were treated symptomatically. Health education given.",45
16,OR/BHD/2019/45/1473,Odisha,Bhadrak,Food Poisoning,54,00,10-11-19,11-11-19,Under Control,"Cases reported from Village Agarapada, Dolapadi Jenasahi. District RRT investigated the outbreak. House to house survey done. A total of 05 rectal swabs and 02 water samples collected and tested at DPHL, Bhadrak. A total of 03 rectal swab samples were E coli positive and 01 Klebsiella positive. Both water samples were found suitable for human consumption. All cases were treated symptomatically. Health education given on hygiene practices.",45
20,TN/DDG/2019/45/1477,Tamil Nadu,Dindigul,Food poisoning,19,00,08-11-19,09-11-19,Under Control,"Cases reported from Village Ward 28 -Bharath Nursing College, HSC Adivaram, UPHC, Block Palani Municipality. District RRT investigated the outbreak. House to house survey done. Probable cause of outbreak was contaminated tomato rice. Cases were above 14 years of age, both male and female were affected. A total of 03 water, 04 blood and 05 stool samples were collected and tested at DPHL, Dindigul; stool samples were negative for Salmonella, Shigella and V. cholera, blood samples negative for Leptospirosis and Dengue, 01 water sample was potable and 02 were non potable. All cases were treated symptomatically. Health education given regarding safe drinking water and food hygiene.",45
21,TN/TVR/2019/45/1478,Tamil Nadu,Tiruvarur,Food poisoning,17,00,08-11-19,08-11-19,Under Control,"Cases reported from Village Thenkaravayal, HSC Vadakaravayal, PHC Rayapuram, Block Needamangalam. District RRT investigated the outbreak. House to house survey done. A total of 08 male and 09 female were affected. All cases were treated symptomatically. Chlorination done. Health education given.",45
29,JH/SAK/2019/45/1485,Jharkhand,Sariakela Kharsawan,Food poisoning,09,00,30-10-19,,Under Control,"Cases reported from Village Sijudih, HSC Sidadih, CHC Seraikella. District RRT investigated the outbreak. House to house survey conducted. Cases presented with vomiting and loose stools after consuming food in a social gathering. All cases were treated symptomatically. ORS packets and bleaching powder distributed in the affected area. Health education given on cleanliness and hygiene..",45
30,JH/SAK/2019/45/1486,Jharkhand,Sariakela Kharsawan,Food Poisoning,67,00,31-10-19,,Under Control,"Cases reported from Village Barabambo, HSC Barabambo, CHC Kharsawan. District RRT investigated the outbreak. House to house survey conducted. Cases presented with vomiting and loose stools after consuming fish. All cases were treated symptomatically. Health education given.",45
9,KL/WYN/2019/46/1514,Kerala,Wayanad,Food Poisoning,31,00,15-11-19,17-11-19,Under Control,"Cases reported from Village Amana, HSC Pozhuthana Main Center, PHC Pozhuthana, Block Thariyod. District RRT investigated the outbreak. Cases consumed foodin social ceremony and in the affected area. Health and",46
10,MH/AMN/2019/46/1515,Maharashtra,Ahmednagar,Food Poisoning,11,00,15-11-19,16-11-19,Under Control,"Cases reported Ahmednagar. District vomiting and symptomatically.from Dehare, RRT investigated outbreak. Active search of cases done. Cases consumed food in social ceremony (Bajara Roti, Potato curry) and presented with symptoms of loose motion. Cases Health educationTaluk Nagar the treated given",46
12,OR/JAJ/2019/46/1517,Odisha,Jajpur,Food Poisoning,42,00,16-11-19,16-11-19,Under Control,"Cases reported from UP School Sribantapur, SC Muraripur, CHC Dharmasala. District RRT investigated the outbreak. Active search for cases done. Cases consumed food in mi-day meal and presented with symptoms of vomiting and loose motion. Cases treated symptomatically. ORS packets distributed in the affected area. Health education given regarding food hygiene and sanitation.",46
13,OR/GJM/2019/46/1518,Odisha,Ganjam,Food Poisoning,18,01,12-11-19,15-11-19,Under Control,"Cases reported from Village Narendrapur, GP/SC Narendrapur, Block Sheragada. District RRT investigated the outbreak. Active search for cases done. Cases consumed food in death ceremony and presented with symptoms of vomiting and loose motion. One death occurred in a 5yr old child. 02 rectal swab and 02 water samples collected. Cases treated symptomatically. ORS packets distributed in the affected area. Health education given regarding food hygiene and sanitation.",46
14,OR/SUN/2019/46/1519,Odisha,Sundargarh,Food Poisoning,09,00,16-11-19,17-11-19,Under Control,"Cases reported from School Sarbahal UP School, SC Sanghumda, CHC/Block Hengir. District RRT investigated the outbreak. Active search for cases done. Cases consumed food and presented with symptoms of vomiting and loose motion. 02 water samples collected and sent to DPHL, Sundargarh. Cases treated symptomatically. ORS packets distributed in the affected area. Health education given regarding food hygiene and sanitation.",46
15,OR/BSR/2019/46/1520,Odisha,Balasore,Food Poisoning,05,01,12-11-19,14-11-19,Under Control,"Cases reported from Village Jirital, SC Sibapura, GP Jaypur, Sector Khantapada under, CHC Gopalpur, Block Bahanaga. District RRT investigated the outbreak. Active search for cases done. Cases consumed food and presented with symptoms of vomiting and loose motion. 04 water samples collected and sent to DPHL Balasore. Cases treated symptomatically. ORS packets distributed in the affected area. Health education given regarding food hygiene and sanitation.",46
18,RJ/SKR/2019/46/1523,Rajasthan,Sikar,Food Poisoning,76,00,07-11-19,07-11-19,Under Control,"Cases reported from GR Global Academy School, Block Sgrimadhopur. District RRT investigated the outbreak. Active search for cases done. Cases consumed food and presented with symptoms of vomiting and loose motion. 02 water, 08 blood, 09 vomitus, 01 stool & 04 food samples collected and sent to DPHL (IDSP), Sikar State Food LAB,Rajasthan, Jaipur, result awaited. All cases treated. Health education given.",46
25,MH/BNR/2019/46/1529,Maharashtra,Bhandara,Food Poisoning,17,00,18-09-19,,Under Control,"Cases reported from Village Yerli, PHC Gobarwahi, Block Tumsar. District RRT investigated the outbreak. Active search",46
0,AP/KRS/2019/47/1532,Andhra Pradesh,Krishna,Food Poisoning,58,00,20-11-19,21-11-19,Under Control,"Cases reported from Girls Hostel, Maris Stella College, Eluru road, Vijayawada. District RRT investigated the outbreak. All cases gave history of consuming food in the hostel. Cases presented with loose stools and vomiting. All samples were tested at Siddhartha Medical College, Vijayawada. A total of 07 samples collected and tested; 01 was positive for typhoid by WIDAL, all were negative for Dengue. A total of 02 stools samples were collected; E coli was grown in both samples. A total of 04 water samples collected and tested; of which 02 were unsatisfactory. All cases were treated symptomatically. Medical camp conducted in the hostel. Health education given.",47
2,AP/KRS/2019/47/1532,Andhra Pradesh,Krishna,Food Poisoning,58,00,20-11-19,21-11-19,Under Control,"Cases reported from Girls Hostel, Maris Stella College, Eluru road, Vijayawada. District RRT investigated the outbreak. All cases gave history of consuming food in the hostel. Cases presented with loose stools and vomiting. All samples were tested at Siddhartha Medical College, Vijayawada. A total of 07 samples collected and tested; 01 was positive for typhoid by WIDAL, all were negative for Dengue. A total of 02 stools samples were collected; E coli was grown in both samples. A total of 04 water samples collected and tested; of which 02 were unsatisfactory. All cases were treated symptomatically. Medical camp conducted in the hostel. Health education given.",47
6,KN/CKM/2019/47/1536,Karnataka,Chikkamagaluru,Food Poisoning,53,00,23-11-19,25-11-19,Under Control,"Cases reported from Village Tenginamata Beedi, Housing board extension, PHC NR Pura. District RRT investigated the outbreak. District RRT investigated the outbreak. Cases presented with pain abdomen, loose stools and vomiting after consuming food in a religious gathering. A total of 02 blood samples collected and sent to SIMS, Shimoga. A total of 02 water samples collected and sent to DSU, Chikmagaluru and a single food sample collected and sent to PHI, Bangalore. Result awaited. All cases were treated symptomatically. Health education given on hand washing, food and water borne diseases.",47
10,KL/KTM/2019/47/1540,Kerala,Kottayam,Food Poisoning,22,00,15-11-19,21-11-19,Under Control,"Cases reported from Village Athirampuzha, HSC ITI Ettumanoor, PHC/CHC Athirampuzha, Block Athirampuzha. District RRT investigated the outbreak. Cases presented with pain abdomen and vomiting following consumption of food and water in college. Water sample collected and sent to Microbiology lab, MCH Kottayam; result awaited. All cases were treated symptomatically. Health education given.",47
