Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number
40,1,Assam,Kamrup R,xxxviii. AES/J E,57,7,08-02-13,,Under control,"Cases reported from all Blocks of Kamrup R district. District RRT investigated the outbreak. House to house fever survey done. Population of the affected area was 109383. All age groups were affected. All 57 blood slides collected tested negative for malaria parasite. Out of 57 CSF/serum samples collected & sent to GMCH Guwahati, 21samples were positive for JE Fogging done in the affectd area. ANMs & MPWs were sensitized to strengthen the AES/JE surveillance. Insecticide treated bed nets were distributed. Fogging done in the affected areas.",31
51,1,Assam,Dibrugarh,i. AES/JE,183,48,16-06-13,,Under surveillance,"Acute Encephalitis Syndrome outbreak (89 cases & 18 deaths) was reported from Blocks/PHCs Naharani, Tengakhat, Lahowal, Khowang, Barbaruah & Panitola, District Dibrugarh in 27th week (ending on 7th July 2013). From 8th to 29th July, 2013 further, 94 cases and 30 deaths occurred. Out of 183 CSF & serum samples collected & sent to AMCH, Dibrugarh 82 samples were positive for JE.",31
52,1,Assam,Sivasagar,ii. AES/JE,105,36,08-02-13,,Under surveillance,"In the 27th week (ending on 7th July 2013), an outbreak of Acute Encephalitis Syndrome (43 cases & 17 deaths) was reported from all BPHCs of District Sivsagar. Further, 62 cases and 19 deaths occurred till 30/07/13. Out of 105 CSF/Serum samples collected, 41 samples were positive for JE.",31
53,1,Assam,Tinsukia,iii. AES/JE,81,23,15-01-13,,Under surveillance,"41 cases and 10 deaths due to Acute Encephalitis Syndrome were reported from BPHCs of District Tinsukia in 27th week (ending on 7th July 2013). Further, 40 cases and 13 deaths occurred till 29th July 2013. Out of 81 CSF/serum samples collected, 34 samples were positive for JE.",31
4,4,Bihar,Araria,iv. Acute Encephalitis Syndrome??,12,7,19-12-13,20-12-13,Under surveillanc e,"Cases of fever with convulsion reported from Village Rahi ka Tola (Hariyabara ward no 3,) and Village Bhagmohabat, (Murballa ward no 112), District Araria. District RRT investigated the outbreak. Active search for cases done. Deaths occurred in children less than 8 yrs of age. Temporary medical camps organized. Cases treated at Sadar Hospital, Purnea. Serum samples collected; result awaited. Health education given.",51
17,RJ/SRH/2022/17/184,Rajasthan,Sirohi,Acute Encephalitis Syndrome,12,7.0,22-04-22,23-04-22,Under Control,"Cases reported from Village Fulabai Kheda & Verafali, PHC Bharja, Block Pindwara, District Sirohi. Cases presented with fever, headache and vomiting. Three CSF samples were sent to NIV Pune, SMS Jaipur and Jodhpur Medical College. All of them were found negative for all viruses. One blood and one throat swab sample was sent to SMS Jaipur. The blood sample showed presence of Enterovirus through viral panel. The throat swab was positive for HiB through viral panel. One food sample was sent to SMS Jaipur and was isolated for Acinetobacter baumanii by culture.. District RRT investigated the outbreak All cases were treated. Health education was given. details of Deaths",17
40,,1. Assam,Sonitpur,AES / JE,38/ 3,,05-04-10,,Under surveillance,"Cases reported from Village Borgaon Chapori & Village Kamar Chuburi, Phuloguri, Kacharigaon TE, Bakula & Panpur, BPHC Dhekiajuli, Dhyekiajuli TE & Julia TE, North Jamuguri BPHC, Rangpara PHC. Serum sample collected at Kanaklata Civil Hospital, Texpur, result is awaited. Active search being done in the affected area. ITBN and DDT spray is going on. IEC activities undertaken regarding personal protection measures.",19
22,1.,Assam,Dibrugarh,xx. AES?,3,2,05-05-10,,Under surveillance,"Cases of fever reported from Village Phatikachua, Burikhowang, Sub Center Bamun Bar, Duliabam T.E under Khowang BPHC and Dibrugarh Urban, Paltan Bazaar under Barbaruah BPHC. 3 samples each of CSF and serum collected from cases and sent to Microbiology deptt., AMCH, Dibrugarh; result is two samples negative for JE; one result is awaited. Active search being done in the affected area. Focal DDT spray done in the affected area. ITBN distributed. IEC activities undertaken.",21
33,1.,A ssam,Dibrugarh,Acute Encephalitis Syndrome,4,0,10-05-10,,Under surveillance,"Cases reported from Block / PHC : Khaowang (1), Tengakhat (1), Tingrai Chariali, Tingrai Tiniali. Village Podumoni, Sub Centre Joon Gaon , Dibrugarh Urban (2) Central Jail, Ward no. 15., Graham Bazar Police point, Ward no. 17. 2 sample of CSF/Serum collected from each patient and sent to Microbiology department. AMCH, Dibrugarh, Result shows two are negative. Active search is being done in the affected area. MBS collection is carried out. Focal DDT spraying, IEC and ITBN are going on.",22
23,2.,Bihar,Muzaffarpur,xxi. Acute Encephalitis Syndrome?,74,28,02-06-10,,Under surveillance,"Cases reported from Mushari, Kanti and Meenapur Blocks. Lab facilities not available for infectious cases encephalitic cases. Control measures undertaken. 10 sera samples sent to Patna Medical College tested negative for JE. Sera samples have been collected by Rajendra Memorial research Institute (RMRI), Patna for serological confirmation; result awaited. Control measures undertaken. Health education given regarding personal protection measures. No new case reported after 21.6.10.",24
24,1.,Assam,Dhemaji,xxii. Acute Encephalitis Syndrome?,5,3,04-06-10,,Under surveillance,"Cases with symptoms of Encephalitis reported from neighboring villages of Amguri Oengiagaon, Kulapather (Anunagar), Borpather, Kalyam Kendra, Sunderpur. Dist RRT visited the affected area. Medical camp organized in the affected area. Focal spray conducted and ITBN distributed. Mass blood slide collection done. Active search is being done. 5 sera samples collected and sent for JE testing; result awaited. Awareness camp conducted to take preventive measures.",25
5,2.,Assam,Lakhimpur,v. Acute Encephalitis Syndrome,6,1,27-06-10,30-06-10,Under surveillance,Cases reported with symptoms of encephalitis from villages Ratanpur and Uttar Kulabali of Boginodi and neighboring villages Amtola and Kumbang of Nowboicha. District RRT visited the affected area. Four CSF samples collected for culture; result awaited. Active search done to find new cases. Mass blood slide collection done. DDT spray and ITBN distributed in affected areas. IEC activities undertaken regarding personal protection measures.,26
40,1.,Assam,Dhemaji,AES/JE,8,3,04-06-10,,Under surveillance,"Cases reported from neighboring villages Amguri Oengiagaon, Kulapather(Anunagar), Borpather, Kalyam Kendra, Sunderpur. District RRT visited the affected area and investigated the outbreak. Medical camp organized in the affected area. Focal DDT spray and ITBN distribution done. Active search is being done. IEC imparted. Sera samples collected and sent for JE testing; result awaited.",26
41,1.,Assam,Sonitpur,AES/JE,74,3,24-06-10,,Under surveillance,"Outbreak reported from neighboring villages of Tezpur Mazgaon, Tezpur Urban Area, PHC Bihaguri, Dhekaijuli, Nporth Jamuguri, Rangpara, Bailpara, Biswanath Chariali, Gohpur, and subcentre Nikamul. Serum samples collected by Bapist Chirtan Hospital, Tezpur sent to RMRC, Dibrugarh; result awaited. House to house survey done for new cases. IEC activities undertaken regarding prevention of vector borne diseases.",26
21,2.,Assam,Dibrugarh,AES (JE),2,2 #,25-06-10,,Under surveillance,"Cases reported from Village Chabua TE, Amarabaty Colony, subcentre Udalguri, PHC Panitola. Active search is being done in the affected area. Mass blood slide collection done in Udalguri Chabua and Chabua Urban areas; all tested negative for malaria. ITBN distributed in the area. IEC activities carried out in the affected area. One sample tested positive for JE at AMCH, Dibrugarh. IEC activities undertaken regarding early treatment of cases and personal protection measures to be adopted by the community.",31
4,1.,Gujarat,Panchmahal,iv. Acute Encephalitis Syndrome,6 /6,,23-7-2010,25-7-2010,Under surveillance,"Cases with symptoms of fever, unconsciousness and pain abdomen reported from neighboring areas: Village/PHC Dintwas under Block Kadana (1case/ 1death), Village/PHC Khedpa under Block Santrampur (1/1) Village Nada under PHC Nandarva, Block Shahera, (1/1) and from villages Chelavada (2/2) and Tarkundla (1/1) under PHC Ranjitnagar, Block Ghoghamba. Sera samples sent for lab investigation; result awaited. Health education given regarding hygiene, sanitation and personal protection measures.",32
25,1.,Assam,Dibrugarh,AES (JE),3,2,25-06-10,,Under surveillance,"Cases reported from Village Chabua Tea Estate, Amarabaty Colony, subcentre Udalguri, PHC Panitola. Active search is being done in the affected area. Mass blood slide collection done in Udalguri Chabua and Chabua Urban areas; all tested negative for malaria. ITBN distributed in the area. IEC activities carried out in the affected area. One sample tested positive for JE at AMCH, Dibrugarh. IEC activities undertaken regarding early treatment of cases and personal protection measures to be adopted by the community.",32
26,1.,Assam,Sonitpur,AES (JE),93,16,24-06-10,,Under surveillance,"Outbreak reported from neighboring villages of Tezpur Mazgaon, Tezpur Urban Area, PHC Bihaguri, Dhekaijuli, Nporth Jamuguri, Rangpara, Bailpara, Biswanath Chariali, Gohpur, and subcentre Nikamul. Serum samples collected by Bapist Chirtan Hospital, Tezpur sent to RMRC, Dibrugarh. House to house survey done for new cases. IEC activities undertaken regarding prevention of vector borne diseases.",32
3,2.,Assam,Kamrup,iii. AES (Japanese Encephalitis),1,1,18-07-10,06-08-10,Under surveillance,"Case reported from Village/ Subcenter Mahimari under Chhaygaon PHC. Sera samples tested IgM ELISA positive for JE at Microbiology Department, GMCH. Insecticide treated bed nets (ITBN) distributed. Health education given to the community regarding personal protection measures.",33
14,3.,Assam,Jorhat,xii. Acute Encephalitis Syndrome (Japanese Encephalitis),20,4,01-07-10,,Under surveillance,"Cases with fever and unconsciousness reported from BPHC Kakojan, Titabor, Solmora, Kamalabari, Baghachung, Meleng TE, Givnpur TE, Borsoikota Moran gaon, Nowholia, Bormukoli, Namoni Chairaimura, Sonowal Kacharigaon, Borpumuwagaon. Out of 14 CSF and sera samples collected and tested at JMCH, Jorhat, 11 samples found positive for Japanese Encephalitis. Symptomatic treatment of cases done. Active search done in the affected area for new fever cases. ITBN distributed and focal DDT spray done. IEC activities carried out in the affected area regarding personal protection measures.",34
16,3.,Nagaland,Dimapur,xiv. AES (Japanese Encephalitis),9,0,01-07-10,,Under control,Cases of fever reported from Dimapur. 9 sera samples found positive for Japanese Encephalitis. House to house survey done to find new cases. Fogging and DDT spray done. Health awareness activities undertaken by state health authorities.,35
2,2.,Bihar,Araria,ii. Acute Encephalitis Syndrome,4,4,07-11-10,09-11-10,Under control,"Cases of fever and unconsciousness reported from Madhav Nagar, Majhna West. District RRT visited the affected area and investigated the outbreak. Paramedical staff deputed to the affected area for active surveillance. Fever survey and entomological surveillance done. Fogging activities and source reduction measures undertaken in and around the affected village. IEC activities undertaken regarding early treatment of cases and personal protection measures to be adopted by the community.",47
35,,14. West Bengal,Malda,Acute Encephalitis Syndrome,69,29,05-06-14,06-06-14,Under Surveillance,"Cases of fever associated with diarrhea, vomiting and convulsions reported from English bazar, GP Kaliachak-1, II, III, District Malda. District & State RRT investigated the outbreak. Active search for cases done. Cases treated symptomatically. Majority of cases were malnourished and dehydrated children between age group of 2-5 years. Entire village is surrounded by litchi garden. Stool and throat swabs were taken from 8 cases by School of Tropical Medicine. 4 CSF, 2 rectal swabs collected and sent to STM, Kolkotta. ELISA test for Dengue, Chikungunya and JE was non reactive. Litchi samples were collected for chemical analysis. Pesticide Alpha Cyphermethrin was found above Minimum Safe Limit in Litchi samples. Health education done regarding hydration of children.",23
39,1.,West Bengal,Malda,Acute Encephalitis Syndrome,69,31,05-06-14,,Under Surveillance,"Cases of fever associated with diarrhea, vomiting and convulsions reported from English bazaar, GP Kaliachak-1, II, III, District Malda. District & State RRT investigated the outbreak. Active search for cases done. Cases treated symptomatically. Majority of cases were malnourished and dehydrated children between age group of 2-5 years. Entire village is surrounded by litchi garden. Stool and throat swabs were taken from 8 cases by School of Tropical Medicine. 4 CSF, 2 rectal swabs collected and sent to STM, Kolkata. ELISA test for Dengue, Chikungunya and JE was non reactive.10 serum samples sent to NIV, Pune for testing of West Nile Virus, Chandipura virus and Japanese Encephalitis, tested negative. Litchi samples were collected for chemical analysis. Pesticide Alpha Cyphermethrin was found above Minimum Safe Limit in Litchi samples. Health education done regarding hydration of children.",24
39,2,West Bengal,Malda,Acute Encephalitis Syndrome,73,35,05-06-14,,Under control,"Cases of fever associated with diarrhea, vomiting and convulsions reported from English bazaar, GP Kaliachak-1, II, III, District Malda. District & State RRT investigated the outbreak. Active search for cases done. Cases treated symptomatically. Majority of cases were malnourished and dehydrated children between age group of 2-5 years. Entire village is surrounded by litchi garden. Stool and throat swabs were taken from 8 cases by School of Tropical Medicine. 4 CSF, 2 rectal swabs collected and sent to STM, Kolkata. ELISA test for Dengue, Chikungunya and JE was non reactive.10 serum samples sent to NIV, Pune for testing of West Nile Virus, Chandipura virus and Japanese Encephalitis tested negative. Litchi samples were collected for chemical analysis. Pesticide Alpha Cyphermethrin was found above Minimum Safe Limit in Litchi samples. Health education done regarding hydration of children. Last case was reported on 19th June2014.",25
27,,West Bengal,Dakshin Dinajpur,Acute Encephalitis syndrome,16,1,23-06-14,24-06-14,Under Control,"Cases reported from Balurghat, Kumarganj & Hili, District Dakshin Dinajpur. RRT investigated the outbreak. 4 serum samples collected and sent to NBMC Siliguri; JE negative, 3 CSF samples collected and sent to STM Kolkata; Negative for JE. IEC done.",26
32,,Assam,Golaghat,xxx. Acute Encephalitis Syndrome,33,3,08-03-14,,Under Surveillance,"Outbreak reported from numerous villages of BPHCs of District Golaghat. RRT investigated the outbreak. Active case search done. 03 deaths occurred out of which 02 were 7 year old and 01 case was 10 year old male child. All cases treated symptomatically. Out of 33 CSF samples tested at DPL, Golaghat and Microbiology Department AMCH, Dibrugarh 2 were found positive for JE and 04 were found equivocal for JE. Fogging and anti larval control measure undertaken. Heath education done regarding personal protection.",28
39,4,West Bengal,Dakshin Dinajpur,iv. Acute Encephalitis Syndrome,28,02,23-6-14,,Under Surveillance,A total of 17 cases were reported in 27th week. Further o8 cases were reported in 28th week (week ending 13th July 2014). District RRT investigated the outbreak. All cases treated symptomatically.3 blood samples sent to NBMC Siliguri; result awaited. Health education given regarding proper hydration of cases.,28
4,2,Arunachal Pradesh,Papumpare,iv.Acute Encephalitis Syndrome,05,03,10-07-14,20-07-14,Under Surveillance,"Outbreak reported from Villages of Jumi, Sippi, Nirjuli, Sangram, G Sector, Daporijo, District Papumpare. RRT investigated the outbreak. Active case search done. All cases treated symptomatically. All cases were less than 10years old.03 deaths occurred due to the condition. Out of 03 CSF samples sent to Arunachal State Hospital, Naharlagun, General Hospital, Pasighat and RMRC-ICMR, Dibrugarh, 01 tested positive for JE. Plan to initiate JE vaccination. Fogging and anti larval control measure undertaken. Heath education done regarding personal protection.",29
8,,Assam,Udalguri,viii. Acute Encephalitis Syndrome,14,4,14-07-14,14-07-14,Under Surveillance,"Cases reported from various Villages Udalguri Bandarguri, CHCTangla Kalaigaon Kalaigaon Panery Sanrang Harisinga, District Udalgiri District Kamrup. District RRT investigated the outbreak. Active case search done. All cases treated symptomatically. Mosquito breeding and pig farm has been observed in the area. CSF samples sent to GMCH; result awaited. Fogging and anti larval control measure undertaken. Heath education done regarding personal protection.",29
13,,Gujarat,Dahod,xiii. Acute Encephalitis Syndrome ( Chandipura Virus),9,3,19-07-14,20-07-14,Under Surveillance,"Cases reported from At Bara, PHC Dabhva, Taluka De.Baria, District Dahod. District RRT investigated the outbreak. Active search for cases done. All cases treated symptomatically. All 03 deaths were below 10 years of age.03 serum samples tested positive for Chandipura virus. Alpha Cypermethrin 5% spraying done. IEC done regarding personal protective measures.",29
29,13,Uttarakhand,Uttarkashi,xxix. Acute Encephalitis Syndrome,03,0,12-07-14,14-07-14,Under Surveillance,"Cases reported from Village Fons, Saari Gaad & Jwada Gram Chara, Purola, Mastali, District Uttarkashi. District RRT investigated the outbreak. Active case search done. All cases are children less than 6 year old. All cases treated symptomatically.03 serum samples sent to NCDC, Delhi; result awaited. Fogging and anti larval control measure undertaken. Heath education done regarding personal protection.",29
35,,Assam,Dibrugarh,xxxiii. Acute Encephalitis Syndrome,43,09,04-07-14,,Under Surveillance,"Outbreak reported from numerous Villages of PHC/Block Naharani, Tengakhat, Lahowal, Khowang,Barbaruah & Panitola ,District Dibrugarh. RRT investigated the outbreak. Active case search done. All cases treated symptomatically. Out of 43 CSF samples tested 05 samples tested positive for JE (IgM ELISA). Out of the total number of deaths which occurred 01 was JE positive. Fogging and anti larval control measure undertaken. Heath education done regarding personal protection.",29
36,,Assam,Lakhimpur,xxxiv. Acute Encephalitis Syndrome,41,3,4-1-14,,Under Surveillance,"Cases reported from various Villages / Block PHCs of District Lakhimpur. District RRT investigated the outbreak. Active case search done. All cases treated symptomatically. First case was reported in January 2014 but clustering of cases was observed in the month of June & July 2014. Out of 41 CSF samples tested at DPL, 6 were found JE positive. Fogging and anti larval control measures undertaken. Heath education done regarding personal protection.",29
46,3,West Bengal,Dakshin Dinajpur,iv .Acute Encephalitis Syndrome,28,2,23-06-14,,Under Control,"A total of 16 cases were reported in 26th week (week ending 29th June 2014). Further 12 cases were reported in 29th week (week ending 20th July 2014) from Village Hili & Tapan, GP Kumarganj, Block Balurghat, District Dakshin Dinajpur. 3 serum samples sent to NBMC Siliguri; result awaited.IEC done.",29
25,,Uttar Pradesh,Lakhimpur kheri,Acute Encephalitis Syndrome,03,0,29-08-14,05-09-14,Under Surveillance,"Cases of fever and seizure reported from Village Bhimma singh purwa, Lakhahi, Sri nagar, CHC Phoolbehar, Ramiabehar, Palia, District Lakhimpur. District RRT investigated the outbreak. Active search for cases done. Cases treated symptomatically. Out of 03 serum & CSF sample sent, 02 samples tested positive for JE IgM ELISA. Anti larval activities and fogging done in the affected area. IEC done regarding personal protective measures.",36
2,2.,Bihar,Araria,iii. Acute Encephalitis Syndrome,05,05,4-11-14,8-11-14,Under Surveillance,"Cases reported from Village Simraha Rahika, SC Tamghati, District Araria. District RRT investigated the outbreak. Active search for cases done. IEC done.",45
20,TN/TRN/2021/04/0038,Tamil Nadu,Tirunelveli,Acute Encephalitis Syndrome,01,01,19-01-21,,Under Surveillance,"Cases reported from Village Anna Nagar-Ward 21, PHC Palayamkottai, Block Corporation. 01 sample collected and sent for CSF analysis to detect IgM antibodies and was found positive. District RRT investigated the outbreak. Health education was given.",4
2,MH/NAG/2021/30/0328,Assam,Lakhimpur,Acute Encephalitis Syndrome,01,01,22-07-21,31-07-21,Under Control,"Case reported from Village-Da-Dhora Amguri, SC-Simoluguri SHC(N), BPHC- Dhalpur, District-Lakhimpur. The deceased was a 47-year- old male who presented with fever, neck rigidity & altered sensorium. One Serum and CSF sample was collected and sent to AMCH, Dibrugarh for further lab analysis, the samples tested negative for Japanese Encephalitis. The patient was found positive for Salmonella Typhi by both IgM and IgG ELISA. District RRT investigated the outbreak. Health education was given.",30
5,MH/NAG/2021/30/0328,Assam,Lakhimpur,Acute Encephalitis Syndrome,01,01,22-07-21,31-07-21,Under Control,"Case reported from Village-Da-Dhora Amguri, SC-Simoluguri SHC(N), BPHC- Dhalpur, District-Lakhimpur. The deceased was a 47-year- old male who presented with fever, neck rigidity & altered sensorium. One Serum and CSF sample was collected and sent to AMCH, Dibrugarh for further lab analysis, the samples tested negative for Japanese Encephalitis. The patient was found positive for Salmonella Typhi by both IgM and IgG ELISA. District RRT investigated the outbreak. Health education was given.",30
8,MH/NAG/2021/30/0331,Assam,Udalguri,Acute Encephalitis Syndrome,01,01,25-07-21,29-07-21,Under Control,"Case reported from Village- Kolbari, Sastrapra, SC- Sastrapara, BPHC- Udalguri, District- Udalguri. The deceased was a 40-year-old female who presented with fever. District RRT investigated the outbreak. Health education was given.",30
0,AS/NCH/2021/32/0375,Assam,Dima Hasao,Acute Encephalitis Syndrome,01,01,08-08-21,11-08-21,Under Control,"Case reported from Village – Kana Basti, PHC – Urban Health Centre, BPHC – Mahur, District – Dima Hasao. The deceased was a 8 year old male who presented with loose motion, fever, vomiting and seizure. District RRT investigated the outbreak. Health education was given.",32
4,AS/NCH/2021/32/0375,Assam,Dima Hasao,Acute Encephalitis Syndrome,01,01,08-08-21,11-08-21,Under Control,"Case reported from Village – Kana Basti, PHC – Urban Health Centre, BPHC – Mahur, District – Dima Hasao. The deceased was a 8 year old male who presented with loose motion, fever, vomiting and seizure. District RRT investigated the outbreak. Health education was given.",32
1,AS/NGO/2021/33/0393,Assam,Nagaon,Acute Encephalitis Syndrome,01,01,10-08-21,16-08-21,Under Surveillance,"Case reported from Village Jajori Hemabori, PHC Jajori SD, BPHC Buragohaithan. District Nagaon. Lab samples were collected and sent to GNRC Lab, Guwahati for further investigation, the samples tested negative. District RRT investigated the outbreak. Health education was given.",33
6,AS/NGO/2021/33/0393,Assam,Nagaon,Acute Encephalitis Syndrome,01,01,10-08-21,16-08-21,Under Surveillance,"Case reported from Village Jajori Hemabori, PHC Jajori SD, BPHC Buragohaithan. District Nagaon. Lab samples were collected and sent to GNRC Lab, Guwahati for further investigation, the samples tested negative. District RRT investigated the outbreak. Health education was given.",33
15,UP/PHR/2021/33/0402,Uttar Pradesh,Panchsheel Nagar,Acute Encephalitis Syndrome,03,00,17-08-21,19-08-21,Under Surveillance,"Cases reported from Dhaulana, PHC Shapur Fsgota, Shapur, Faghota, District Panchsheel Nagar. Five blood serum samples were sent to NCDC Delhi for further lab analysis, three samples tested positive for Acute Encephalitic syndrome by IgM ELISA, District RRT investigated the outbreak. Health education was given.",33
12,UK/HDW/2021/37/0460,Uttarakhand,Haridwar,Acute Encephalitis Syndrome,01,01,14-09-21,19-09-21,Under Surveillance,"Cases reported from Village Aneki Ehtampur, Roshanabad, Aurangabad, Haridwar, District Dehradun/Haridwar. One CSF Sample was sent to GMC Haldwani for further lab analysis and it was found to be negative for Japanese Encephalitis. The deceased was a 7 year old male. District RRT investigated the outbreak. Health education was given.",37
0,AS/NCH/2021/40/0511,Assam,Dima Hasao,Acute Encephalitis Syndrome,01,01,02-10-21,05-10-21,Under Control,"Case reported from Village Retzaul, PHC Jatinga SD, BPHC Mahur, District Dima Hasao. Cases presented with acute fever, neck rigidity and headache. Blood sample was sent for lab investigation. All of them were negative for Malaria, Scrub Typhus, Japanese Encephalitis and Leptospirosis. The deceased was a 23 years old male. District RRT investigated the outbreak. Health education was given.",40
4,AS/NCH/2021/40/0511,Assam,Dima Hasao,Acute Encephalitis Syndrome,01,01,02-10-21,05-10-21,Under Control,"Case reported from Village Retzaul, PHC Jatinga SD, BPHC Mahur, District Dima Hasao. Cases presented with acute fever, neck rigidity and headache. Blood sample was sent for lab investigation. All of them were negative for Malaria, Scrub Typhus, Japanese Encephalitis and Leptospirosis. The deceased was a 23 years old male. District RRT investigated the outbreak. Health education was given.",40
30,AH/DBG/2017/22/0818,Assam,Dibrugarh,AES/JE,18,03,26-03-17,,Under Surveillance,"Cases reported from several villages under PHC Naharani. District RRT investigated the outbreak. House to house survey done. Out of 15 CSF and 16 Serum samples tested at AMCH, 2 CSF and 2 Serum samples tested positive for JE IgM by ELISA. All cases treated symptomatically. Source reduction activities undertaken. Health education given. Deceased were 52/M,45/M and 30 /M.",22
33,AS/SBS/2017/22/0820,Assam,Sibsagar,AES/JE,24,03,14-01-17,,Under Surveillance,"Cases reported from Village Morabazar, PHC Demow, Block Patsaku. District RRT investigated the outbreak. House to house survey done. Out of 38 Serum Samples tested at DPHL Sivasagar, 18 tested positive for JE IgM by ELISA. All cases treated symptomatically. Source reduction activities undertaken. Health education given. Deceased were 16/F, 12/M and 31/M.",22
2,AS/NGO/2017/28/0999,Assam,Nagaon,AES/JE,48,00,15-07-17,15-07-17,Under Surveillance,"(Barapujia, Buragohaithan, Singimari, Samaguri, outbreak. House to and all cases education given.Cases reported from Village 47, PHC/Block 10 Dhing, Dagaon, Jugijan, Simonabasti, Kathiatoli, Lanka.) DistrictRRT investigated the house survey done. 35 samples collected sent to DPHL IDSP, Nagaon result 02 found JE positive and all 13 samples tested a private hospital in Guwahati found JE negative. .Health camp organized in the school treated symptomatically. Health",28
6,AS/NGO/2017/28/0999,Assam,Nagaon,AES/JE,48,00,15-07-17,15-07-17,Under Surveillance,"(Barapujia, Buragohaithan, Singimari, Samaguri, outbreak. House to and all cases education given.Cases reported from Village 47, PHC/Block 10 Dhing, Dagaon, Jugijan, Simonabasti, Kathiatoli, Lanka.) DistrictRRT investigated the house survey done. 35 samples collected sent to DPHL IDSP, Nagaon result 02 found JE positive and all 13 samples tested a private hospital in Guwahati found JE negative. .Health camp organized in the school treated symptomatically. Health",28
39,AS/DBG/2017/28/1032,Assam,Dibrugarh,AES/Japanese Encephalitis,33,08,21-12-16,,Under Surveillance,"Cases reported from 6 PHC areas of the District. District RRT investigated the outbreak. House to house survey done. Out of 104 CSF and 128 serum samples tested at Assam Medical College and hospital (AMCH) Dilbrugarh 8 found JE positive by IgM MAC ELISA. Health camp organized in the school and all cases treated symptomatically. Health education given. Deceased were 5 males aged, 11 yrs, 55 yrs, 45 yrs, 30 yrs and 65 yrs, & 3 females, aged 18 years , 61 years and 71 years.",28
24,MH/PRB/2017/43/1517,Maharashtra,Parbhani,AES/ JE,10,00,23-10-17,25-10-17,Under Surveillance,"Cases reported from Village Karwali, SC Rohilla, PHC Pimpri, Block Jintur. District RRT investigated the outbreak. House to house survey done. Out of 10 serum samples collected sent to NIV Pune one case positive for JE All cases treated symptomatically. Health education given.",43
31,MH/PLR/2017/44/1554,Maharashtra,Palaghar,AES/JE,18,01,07-08-17,,Under Control,"Cases reported from Village Phulpada Viral, Block Vasaivasai Virar Municipal Cooperation. District RRT investigated the outbreak. House to house survey done. Out of 18 serum samples tested at NIV Pune, 1 found positive for JE. All cases treated symptomatically. Health education given. Deceased was 10 year old Female child",44
4,3.,Bihar,Gaya,iv Acute Encephalitis Syndrome ( ?JE),12,7,28-05-12,31-05-12,Under Surveillance,"Cases reported from District Gaya (7 cases), and surrounding districts Aurangabad (2 cases), Jehanabad (1 case), Nawada (1 case). 1 case was reported from Jharkhand. District RRT investigated the outbreak. Active search for cases done. Cases were in age group 9 months to 11 years. 3 CSF and 1 serum sample collected out of which 1 CSF and 1 serum sample of a single case tested positive for Japanese Encephalitis by Ig M ELISA at ANMCH, Gaya. Control measures being undertaken.",22
5,3.,Bihar,Muzaffarpur,v Acute Encephalitis Syndrome,32,8,27-05-12,01-06-12,Under Surveillance,"Outbreak reported from District Muzaffarpur (21 cases) and surrounding districts East Champaran (5 cases), Motihari (2 cases), Sheohar (1 case), Sitamarhi (1 case) and Vaishali (2 cases) upto 3rd June, 2012. District RRT investigated the outbreak. Active case search done. All cases admitted to KDKM Hospital and SKMC Hospital Muzaffarpur. All cases were in age group 6 months to 13 years. Outbreak being investigated.",22
32,1.,Bihar,Gaya,.Acute Encephalitis Syndrome (?JE),20 (cases upto 10/06/ 12),10 (deaths upto 10/06/1 2),28-05-12,,Under surveillance,"It was mentioned in the previous week (week ending 3rd June, 2012) that 12 cases and 7 deaths were reported from Gaya and adjoining districts. From 4th to 10th June, 2012 further 8 cases and 3 deaths have been reported. These new cases and deaths were reported from Aurangabad, Gaya and Nawada districts. 4 CSF and 1 serum samples tested at ANMCH, Gaya. 2 CSF and 1 serum sample tested positive for Japanese Encephalitis by IgM ELISA out of which 1 CSF and serum sample was of a single patient. Control measures being undertaken.",23
33,1.,Bihar,Muzaffarpur,Acute Encephalitis Syndrome,121 (cases upto 10/06/ 12),58 (deaths upto 10/06/1 2),27-05-12,,Under surveillance,"It was mentioned in the previous week (week ending 3rd June, 2012) that 32 cases and 8 deaths were reported from Muzaffarpur and adjoining districts. From 4th to 10th June, 2012 further 89 cases and 50 deaths have been reported. These new cases and deaths were reported from East Champaran, Motihari, Muzaffarpur, Sheohar, Sitamarhi, Vaishali and West Champaran districts. Outbreak is being investigated.",23
40,1.,Bihar,Muzaffarpur,Acute Encephalitis Syndrome,341 (cases upto 17/06/ 12),147 (deaths of cases reporte d upto 17/06/1 2),27-05-12,,Under Surveillance,"121 cases and 58 deaths have been reported from Muzaffarpur and adjoining districts upto 10th June, 2012. From 11th to 17th June 2012, further 220 cases and 89 deaths occurred. These new cases and deaths were reported from East Champaran, Motihari, Muzaffarpur, Samastipur, Saran, Sheohar, Sitamarhi and Vaishali districts. A Central Team is investigating the outbreak.",24
