Unnamed: 0,Unique ID.,Name of State/UT,Name of District,Disease/ Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/ Action Taken,week_number,No. of De ath s
8,BH/MZP/2019/06/0141,Bihar,Muzaffarpur,Chickenpox,23,00,05-02-19,08-02-19,Under Control,"Cases of fever with maculopapular rash reported from Village Kamrathu Sahni Tola, SC Kamrathu, PHC/Block Gaighat. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given regarding home isolation and personal hygiene.",6
13,KN/DHA/2019/06/0145,Karnataka,Dharwad,Chickenpox,13,00,05-02-19,06-02-19,Under Control,"Cases reported from Village Lokur, PHC/CHC Uppin Betageri, Taluk Dharwad. District RRT investigated the outbreak. House to house survey done. Affected children were in the age group between 2-18yr. 1 serum sample collected sent to MCVR Manipal was positive for chickenpox (IgM ELISA). Symptomatic treatment and isolation of cases advised in the community Health education given regarding personal hygiene.",6
15,KN/GDG/2019/06/0147,Karnataka,Gadag,Chickenpox,58,00,05-02-19,05-02-19,Under Surveillance,"Cases reported from Village Koujageri, PHC/CHC Belavanaki, Block Ron. District RRT investigated the outbreak. House to house survey done. All the 2 serum samples sent to Manipal were positive for chickenpox (IgM ELISA). All children treated symptomatically and sensitized regarding personal hygiene and home isolation.",6
17,KN/MYS/2019/06/0148,Karnataka,Mysuru,Chickenpox,13,00,04-02-19,04-02-19,Under Control,"PHC/CHC Bhuvanahalli, Taluk Periya Patna. District RRT investigated the outbreak. House to house survey done. All 3 blood samples sent to MMCRI IDSP referral lab were positive Chickenpox (IgM ELISA). All cases treated symptomatically. Health education given.for",6
18,KN/TUM/2019/06/0149,Karnataka,Tumkur,Chickenpox,12,00,01-02-19,04-02-19,Under Control,"Cases reported from urban area of C N Halli Town, PHC/CHC JC Pura. District RRT investigated the outbreak. House to house survey done. All the cases treated at PHC Siddagangamatta. Health education regarding isolation of cases and personal hygiene was imparted.",6
21,MP/NIM/2019/06/0152,Madhya Pradesh,Nimach,Chickenpox,23,00,06-02-19,10-02-19,Under Control,"Cases reported from Village/SC Rajpura, PHC Kukdeshwar Block Manasa. District RRT investigated the outbreak. House to house survey done. Affected children were in the age group between 4-14yr. All cases treated symptomatically. Health education given regarding home isolation and personal hygiene.",6
28,TN/MDR/2019/06/0157,Tamil Nadu,Madurai,Chickenpox,51,00,08-02-19,09-02-19,Under Surveillance,"K.Puliyankulam, PHC Checkanurani, Block Tirumangalam. District RRT investigated the outbreak. Active search of cases done. All cases were below 14yrs of age. All children treated symptomatically and sensitized regarding personal hygiene and home isolation.",6
29,TN/SLM/2019/06/0158,Tamil Nadu,Salem,Chickenpox,15,00,06-02-19,11-02-19,Under Control,"Cases reported from Village Lakshmanoor, SC Lakshmanoor, PHC Poolavari, Block Veerapandy. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given regarding home isolation and personal hygiene.",6
30,TN/VEL/2019/06/0159,Tamil Nadu,Vellore,Chickenpox,20,00,01-02-19,06-02-19,Under Control,"Cases reported from Village Melpadi & Shivapuram, SC/PHC Melpadi, Block Sholinghur. District RRT investigated the outbreak. House to house survey done. All cases were below 10yrs of age. All children treated symptomatically and sensitized regarding personal hygiene and home isolation.",6
36,KN/CMN/2019/06/0163,Karnataka,Chamarajanagar a,Chickenpox,31,00,21-01-19,,Under Surveillance,"Cases reported from Kristharaja School, Hanuru, PHC/CHC Hanuru, Taluk Kollegal. District RRT investigated the outbreak. Active search of cases done. 4 blood samples sent to MMC, Mysore were positive for chickenpox (IgM ELISA).All cases were below 10yrs of age. All children treated symptomatically and sensitized regarding personal hygiene and home isolation.",6
3,JH/ESI/2019/07/0168,Jharkhand,East Singhbhum,Chickenpox,46,00,13-02-19,16-02-19,Under Surveillance,"Cases reported from Village Chakdoha, HSC Banke, Block Ghatshila, East Singhbhum, Jharkhand. District RRT investigated the outbreak. House to house survey done. Cases presented with fever, cough and coryza with macula papulo-vesicular rash. DRRT investigated the outbreak and visited the affected area. Proper instructions were given regarding the hygiene maintenance and sanitation. IEC & BCC were done. 7 Blood Serum Samples collected and sent to RIMS Ranchi and all found positive for chicken pox by IgM ELISA. All cases treated symptomatically.",7
7,JH/ESI/2019/07/0168,Jharkhand,East Singhbhum,Chickenpox,46,00,13-02-19,16-02-19,Under Surveillance,"Cases reported from Village Chakdoha, HSC Banke, Block Ghatshila, East Singhbhum, Jharkhand. District RRT investigated the outbreak. House to house survey done. Cases presented with fever, cough and coryza with macula papulo-vesicular rash. DRRT investigated the outbreak and visited the affected area. Proper instructions were given regarding the hygiene maintenance and sanitation. IEC & BCC were done. 7 Blood Serum Samples collected and sent to RIMS Ranchi and all found positive for chicken pox by IgM ELISA. All cases treated symptomatically.",7
10,KN/GDG/2019/07/0171,Karnataka,Gadag,Chickenpox,19,00,11-02-19,12-02-19,Under Control,"Cases reported from Village Devihal Tanda, PHC/CHC Bellatti, Taluk Shirahatti. District RRT investigated the outbreak. House to house survey done. RRT visited the affected area. 1 serum sample sent to MMCRI Mysore, result awaited. Symptomatic treatment is given, IEC activities in the community. Identification and isolation of cases. Health camp organized in the school and all cases treated symptomatically.",7
11,KN/GDG/2019/07/0172,Karnataka,Gadag,Chickenpox,34,00,11-02-19,12-02-19,Under Control,"Cases reported from Village Gadgoli, PHC/CHC Holealur, Taluk Ron. District RRT investigated the outbreak. House to house survey done. RRT visited the affected area. Symptomatic treatment given, IEC activities in the community. Identification and isolation of cases. Health camp organized in the school and all cases treated symptomatically.",7
12,1266887/2019/O/O IDSP-NCDC KN/GDG/2019/07/0173 Karnataka,,Gadag,Chickenpox,49,00,11-02-19,12-02-19,Under Control,"Cases reported from Village Adavi somapur, PHC/CHC betageri rural, Taluik Gadag. District RRT investigated the outbreak. House to house survey done. RRT visited the affected area. 2 serum samples sent to MMCRI Mysore, result awaited. Symptomatic treatment is given, IEC activities in the community. Identification and isolation of cases. Health camp organized in the school and all cases treated symptomatically.",7
13,KN/GDG/2019/07/0174,Karnataka,Gadag,Chickenpox,19,00,11-02-19,12-02-19,Under Control,"Cases reported from Village Kanaginahal, PHC/CHC betageri rural, Taluk Gadag. District RRT investigated the outbreak. House to house survey done. RRT visited the affected area. Symptomatic treatment is given, IEC activities in the community. Identification and isolation of cases. Health camp organized in the school and all cases treated symptomatically.",7
20,TN/VIR/2019/07/0181,Tamil Nadu,Virudhunagar- Sivakasi,Chickenpox,21,00,14-02-19,16-02-19,Under Surveillance,"Cases reported from Village Zaminsalwarpatti, HSC Mudhalipatti, PHC Naranapuram, Block M.Pudhupatti. District RRT investigated the outbreak. House to house survey done. All the Identified cases are isolated and treated. Medical team deployed for further monitoring. All cases treated symptomatically. Health education given.",7
25,KL/THI/2019/07/0185,Kerala,Trivandrum,Chickenpox,07,00,04-01-19,,Under Surveillance,Cases reported from Vikas Bhavan Fisheries Department in Corporation area. District RRT investigated the outbreak. RRT Investigated. All patients treated. Health education given and advised isolation.,7
3,BH/MZP/2019/08/0192,Bihar,Muzaffarpur,Chickenpox,15,00,19-02-19,23-02-19,Under Control,"Cases reported from Village Jeeyan Khurd, SC Jeeyan, PHC/Block Marwan. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given regarding home isolation and personal hygiene.",8
8,BH/MZP/2019/08/0192,Bihar,Muzaffarpur,Chickenpox,15,00,19-02-19,23-02-19,Under Control,"Cases reported from Village Jeeyan Khurd, SC Jeeyan, PHC/Block Marwan. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given regarding home isolation and personal hygiene.",8
20,1269034/2019/O/O IDSP-NCDC TN/SLM/2019/08/0204 Tamil Nadu,,Salem,Chickenpox,11,00,21-02-19,24-02-19,Under Control,"Cases reported from urban area Semankoodal Colony, SC Ellayur, PHC Pagalpatti, Block Sarakapillaiyur. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",8
22,TN/AIR/2019/08/0206,Tamil Nadu,Ariyallur,Chickenpox,12,00,20-02-19,23-02-19,Under Control,"Cases reported from Village Ambapur, SC/PHC Vilangudi, Block Ariyalur. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",8
6,KN/DHA/2019/09/0216,Karnataka,Dharwad,Chickenpox,05,00,26-02-19,28-02-19,Under Surveillance,"Cases reported from Ward no-18, Gouligalli, Taluka Dharwad, UPHC Purohit Nagar. District RRT investigated the outbreak. House to house survey done. Clustering of suspected cases of chicken pox reported in children in the age group of 2- 17yrs. Cases presented with fever and rashes on face, trunk and extremities. 1 blood sample collected and found positive for Chicken pox by IgM ELISA. Symptomatic treatment and isolation done.",9
9,KL/ALP/2019/09/0219,Kerala,Alappuzha,Chickenpox,35,00,03-02-19,27-02-19,Under Control,"Cases reported from Village Sarvodaya Trust Punnapra. HSC SMC, PHC Punnapra South, Block Ambalappuzha. District RRT investigated the outbreak. All affected were inmates of physically challenged. Acyclovir tab given to all cases and were isolated. Health camp organized in the school and all symptomatically.Santhi Bhavan this center and were mentally and cases treated",9
23,KN/DVA/2019/09/0232,Kerala,Kollam,Chickenpox,15,00,20-02-19,,Under Surveillance,"Cases reported from Village Thrikkovilvattom, HSC Mylapore, PHC Thrikkovilvattom, SC/Block Mylapore / ward 19 / Travancore College of Nursing hostel. District RRT investigated the outbreak. Cases were reported in 2nd year BSc nursing students. All cases treated and isolated.",9
4,DN/DNH/2019/10/0238,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Chickenpox,09,00,04-03-19,04-03-19,Under Control,"Cases (Dungarpada), PHC Kilvani, Block District RRT investigated the outbreak. House to house symptomatically.reported from Village Umarkui Silvassa.",10
9,DN/DNH/2019/10/0238,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Chickenpox,09,00,04-03-19,04-03-19,Under Control,"Cases (Dungarpada), PHC Kilvani, Block District RRT investigated the outbreak. House to house symptomatically.reported from Village Umarkui Silvassa.",10
9,BH/MZP/2019/11/0256,Bihar,Muzaffarpur,Chickenpox,14,00,15-03-19,18-03-19,Under Surveillance,"Cases reported from Village Mahant Maniyar, Harishankar Maniyari, HSC Harishankar Maniyar, PHC/Block Kudhani. District RRT investigated the outbreak. House to house survey done. Symptoms of red eyes, Maculo papular eruption on body reported by cases. Majority of them belonged to low socio-economic condition, poor sanitary conditions found. All cases treated symptomatically. Health education given.",11
12,CT/BLS/2019/11/0259,Chhattisgarh,Bilaspur,Chickenpox,30,01,11-03-19,19-03-19,Under Surveillance,"Cases reported from Village Mangla, Sector- Sardha, Dev Kirari, Sector- Bilha, Pausari, Sector- Dagori, Block Bilha. District RRT investigated the outbreak. House to house survey done. All the affected were under 10 years of age. Health camps were organized, Medicine was given to all cases. Health education given.",11
13,CT/MHN/2019/11/0260,Chhattisgarh,Mahasamund,Chickenpox,09,00,14-03-19,15-03-19,Under Surveillance,"Cases reported from Village Mudpahar, SC Semaliya, PHC Baloda, CHC Saraipali. Cases presented with fever and maculopapular rash. 04 blood Sample collected result awaited. Health Camp organized. IEC activity by Health Worker and Medical Officer done. All cases treated symptomatically.",11
15,GJ/MHS/2019/11/0262,Gujarat,Mahesana,Chickenpox,13,00,12-03-19,12-03-19,Under Control,"Cases reported from Village/SC Lachhadi, PHC Kharvada, Block Vijapur. District RRT investigated the outbreak. House to house survey done. Cases presented with fever and maculopapular rash. Health education given.",11
43,AR/LHT/2019/11/0289,Arunachal Pradesh,Lohit,Chickenpox,05,00,07-03-19,,Under Control,Cases reported from Police Welfare L.P School Tezu. District RRT investigated the outbreak. All the affected from the same class.,11
46,KN/TUM/2019/11/0292,Karnataka,Tumkur,Chickenpox,21,00,23-02-19,,Under Control,"Cases reported from Government Sr Primarh High School, Village Somlapura, PHC/CHC Shettikere, Taluk C N Halli. District RRT investigated the outbreak. House to house survey done. Isolation of active cases done. IEC activities regarding the disease & personal hygiene are given to all students and community. All the cases have taken treatment at PHC.",11
3,AS/TIN/2019/12/0296,Assam,Tinsukia,Chickenpox,14,00,19-03-19,19-03-19,Under Surveillance,"Cases reported from Village 1 No. Tokowani, SC Tokowani, BPHC Hapjan. District RRT investigated the outbreak. All the cases belonged to 4 families and were located close to each other. Cases presented with fever, headache and vesicular eruption. Families were of low socio economic status. Health education given and isolation was advised. All the cases were treated.",12
7,AS/TIN/2019/12/0296,Assam,Tinsukia,Chickenpox,14,00,19-03-19,19-03-19,Under Surveillance,"Cases reported from Village 1 No. Tokowani, SC Tokowani, BPHC Hapjan. District RRT investigated the outbreak. All the cases belonged to 4 families and were located close to each other. Cases presented with fever, headache and vesicular eruption. Families were of low socio economic status. Health education given and isolation was advised. All the cases were treated.",12
12,PN/YAN/2019/12/0301,Puducherry,Yanam,Chickenpox,14,00,18-03-19,18-03-19,Under Surveillance,"Cases reported from Village Venkat nagar, Block Yanam; DT Yanam District RRT investigated the outbreak. House to house survey done. The affected children were students of class 4 & 5, they are kept under isolation. All of the affected children had history of full immunized for their age. All cases treated.",12
0,AR/TWN/2019/13/0310,Arunachal Pradesh,Tawang,Chickenpox,05,00,25-03-19,27-03-19,Under Control,Cases reported from Village Mahabodhi Center. District RRT investigated the outbreak. House to house survey done. Affected children were in the age group between 6-10yr. All cases treated symptomatically. Health education given regarding home isolation and personal hygiene.,13
2,BH/SWN/2019/13/0312,Bihar,Siwan,Chickenpox,40,00,28-03-19,30-03-19,Under Control,"Cases reported from Village Atwa, SC Swetapur, APHC Sirisiya, Block Mairwa District RRT investigated the outbreak. House to house survey done. Symptomatic treatment and isolation of cases advised in the community.",13
5,AR/TWN/2019/13/0310,Arunachal Pradesh,Tawang,Chickenpox,05,00,25-03-19,27-03-19,Under Control,Cases reported from Village Mahabodhi Center. District RRT investigated the outbreak. House to house survey done. Affected children were in the age group between 6-10yr. All cases treated symptomatically. Health education given regarding home isolation and personal hygiene.,13
7,BH/SWN/2019/13/0312,Bihar,Siwan,Chickenpox,40,00,28-03-19,30-03-19,Under Control,"Cases reported from Village Atwa, SC Swetapur, APHC Sirisiya, Block Mairwa District RRT investigated the outbreak. House to house survey done. Symptomatic treatment and isolation of cases advised in the community.",13
11,JH/CHA/2019/13/0316,Jharkhand,Chatra,Chickenpox,11,00,27-03-19,30-03-19,Under Control,Cases,13
12,JH/DHN/2019/13/0317,Jharkhand,Dhanbad,Chickenpox,13,00,29-03-19,29-03-19,Under Control,"House to house survey done. 5 serum samples collected and sent to Microbiology Department RIMS Ranchi were positive for varicella zosterCases reported from Village/SC Modidih, Ganja Patti. District RRT investigated",13
13,JH/DMK/2019/13/0318,Jharkhand,Dumka,Chickenpox,09,00,29-03-19,29-03-19,Under Control,Cases reported from Village Budhudih and Pakurtala SC Tarni CHC Ranashwar Dumka Jharkhand. District RRT investigated the outbreak. House to house survey done. 4 serum samples collected and sent to Microbiology Department RIMS Ranchi were positive for varicella zoster virus (IgM ELISA). All cases treated symptomatically. Health education given regarding isolation of cases.,13
0,BH/JAH/2019/14/0332,Bihar,Jahanabad,Chickenpox,15,00,02-04-19,03-04-19,Under Control,"Cases reported from Village Badki Bhabhanpura, APHC Lakhawar, PHC Ghosi, Block Ghosi, Jehanabad. District RRT investigated the outbreak. House to house survey done. Majority of cases were between 5-10 years of age. Medical team (RRT) from PHC along with WHO Monitor and RBSK Team visited the area. All cases were treated. Awareness given regarding hygiene, sanitation and isolation of patient.",14
1,BH/MBN/2019/14/0333,Bihar,Madhubani,Chickenpox,07,00,05-04-19,05-04-19,Under Control,"Cases reported from Village Baghaniya Mushahri, HSC Bakuwa, PHC Madhepur. District RRT investigated the outbreak. House to house survey done. Cases presented with fever and rash. Cases were from 3 yrs of age to 30 yrs of age. All the affected cases were treated symptomatically. Health Education given regarding isolation of cases.",14
4,BH/JAH/2019/14/0332,Bihar,Jahanabad,Chickenpox,15,00,02-04-19,03-04-19,Under Control,"Cases reported from Village Badki Bhabhanpura, APHC Lakhawar, PHC Ghosi, Block Ghosi, Jehanabad. District RRT investigated the outbreak. House to house survey done. Majority of cases were between 5-10 years of age. Medical team (RRT) from PHC along with WHO Monitor and RBSK Team visited the area. All cases were treated. Awareness given regarding hygiene, sanitation and isolation of patient.",14
5,BH/MBN/2019/14/0333,Bihar,Madhubani,Chickenpox,07,00,05-04-19,05-04-19,Under Control,"Cases reported from Village Baghaniya Mushahri, HSC Bakuwa, PHC Madhepur. District RRT investigated the outbreak. House to house survey done. Cases presented with fever and rash. Cases were from 3 yrs of age to 30 yrs of age. All the affected cases were treated symptomatically. Health Education given regarding isolation of cases.",14
8,CT/BJP/2019/14/0336,Chhattisgarh,Bijapur,Chickenpox,24,00,02-04-19,05-04-19,Under Surveillance,"Cases reported from Jidipara of Timapur, Village Timapur under, PHC Basaguda, Block Usoor. District RRT investigated the outbreak. House to house survey done. After an investigation by the district RRT, it is found that the index case was present at the Govt. Balak Ashram Murdunda. No blood samples were collected from the patients. All cases were clinically diagnosed. Instructions for Isolation of active cases were given. All cases treated symptomatically.",14
11,JH/WSI/2019/14/0339,Jharkhand,West Singhbhum,Chickenpox,15,00,03-04-19,06-04-19,Under Surveillance,"Cases reported from Village Churgi, HSC Salai, Block Manoharpur West Singhbhum. District RRT investigated the outbreak. House to house survey done. All cases presented with fever and macula-popular rash. 05 blood serum samples sent to DPHL Sadar Hospital Chaibasa, result awaited. All cases were isolated and treated symptomatically. All affected patients were in age group less than 15 years. Health education and IEC activities done regarding isolation of cases and hygienic practices.",14
24,UP/BRL/2019/14/0352,Uttar Pradesh,Bareilly,Chickenpox,04,00,02-04-19,03-04-19,Under Control,"Cases reported from Urban colony Ashok Nagar. District RRT investigated the outbreak. House to house survey done. Cases presented with fever, rash and vesicles. All cases isolated and treated. IEC given regarding isolation and hygienic practices.",14
25,UP/LKW/2019/14/0353,Uttar Pradesh,Lucknow,Chickenpox,07,00,02-04-19,02-04-19,Under Surveillance,"Cases reported from Village Bairysalpur, PHC Nigoha, CHC Mohanlalganj. District RRT investigated the outbreak. House to house survey done. Cases presented with fever, Maculopapular rashes. Most common age group affected was 10- 25yrs. 4 Samples for anti VZV were sent to Virology Lab KGMU, result awaited. All cases treated.",14
28,UP/GHP/2019/15/0385,Uttar Pradesh,Ghazipur,Chickenpox,09,00,11-04-19,11-04-19,Under Control,"Cases Karanda, education given regarding isolation of cases.reported from Villages Salarpurchc Block Karanda. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health",15
32,BH/PTN/2019/15/0388,Bihar,Patna,Chickenpox,14,00,28-02-19,,Under Control,"Cases reported from Village Chamuchal, Allaidinchal, Balwa, Bahrampur, Panpura. PHC/CHC Punpun, Fatuha, Dhanarua. District RRT investigated the outbreak. House to house survey done. 2 serum samples were positive for Varicella Zoaster Virus (IgM ELISA). All cases treated symptomatically. Health education given.",15
33,BH/PTN/2019/15/0389,Bihar,Patna,Chickenpox,14,00,28-02-19,,Under Control,"Cases reported from Village Pbhedi, PHC/CHC Dhanarua. District RRT investigated the outbreak. House to house survey done. Serum samples collected result 1 serum samples were positive for Varicella Zoaster Virus (IgM ELISA). All cases treated symptomatically. Health education given.",15
9,JH/DHN/2019/16/0398,Jharkhand,Dhanbad,Chickenpox,36,00,16-04-19,18-04-19,Under Surveillance,"Cases reported from Village West Modidih, PHC Katras, Block Baghmara. District RRT investigated the outbreak. House to house survey done. Cases had fever with rash. 5 blood samples collected and sent to RIMS ranchi, samples rejected by laboratory. Health education given. All cases treated symptomatically.",16
10,KL/KOA/2019/16/0399,Kerala,Kollam,Chickenpox,20,00,01-04-19,17-04-19,Under Surveillance,"Cases reported from Village ward 3, HSC FWC Eram, PHC Chathannoor, CHC/Block Kalakkode. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",16
21,UP/LKW/2019/16/0410,Uttar Pradesh,Lucknow,Chickenpox,05,01,18-04-19,20-04-19,Under Surveillance,"Cases reported from Slum Area near Madiyaon Bridge, Near Petrol Pump, Sitapur Rd. District RRT investigated the outbreak. House to house survey done. Cases had fever with maculopapular rashes and pustules in whole body. 5 Blood samples collected and sent to SGPGI Lucknow, result awaited. All cases treated symptomatically. Health education given.",16
22,UP/LKW/2019/16/0411,Uttar Pradesh,Lucknow,Chickenpox,09,00,20-04-19,20-04-19,Under Surveillance,"Cases reported from Village Bhadesua, PHC Sisendi, CHC Mohanlalganj, Lko. District RRT investigated the outbreak. House to house survey done. Fever with maculopapular purchase in whole body. 4 Blood samples collected and sent to SGPGI Lucknow, result awaited. All cases treated symptomatically. Health education given.",16
0,AR/PPM/2019/17/0415,Arunachal Pradesh,Papumpare,Chickenpox,06,00,26-04-19,27-04-19,Under Control,Cases reported from Village/SC Sood. District RRT investigated the outbreak. House to house cases.,17
4,AR/PPM/2019/17/0415,Arunachal Pradesh,Papumpare,Chickenpox,06,00,26-04-19,27-04-19,Under Control,Cases reported from Village/SC Sood. District RRT investigated the outbreak. House to house cases.,17
15,BH/NAW/2019/17/0426,Bihar,Nawada,Chickenpox,09,00,22-04-19,26-04-19,Under Control,"Cases reported from Village PHC/Block Pakribarawan. investigated the outbreak. House to house survey done. Affected children were in the age group between 3-7yrs. All symptomatically. Health education given.Chhatarbar, District RRT cases treated",17
27,MP/CTP/2019/17/0438,Madhya Pradesh,Chhatarpur,Chickenpox,05,00,24-04-19,28-04-19,Under Control,education given.Cases reported from District Jail. District RRT investigated the outbreak. Active search of cases done. All cases treated symptomatically. Health,17
33,UP/GHP/2019/17/0444,Uttar Pradesh,Ghazipur,Chickenpox,16,00,24-04-19,28-04-19,Under Control,"Cases reported house survey symptomatically. Health education given.from Village Chaukiya, Sahabuddinpur, CHC Subhakar, Block Ghazipur. District RRT investigated the outbreak. House to done. All cases treated",17
34,UP/GHP/2019/17/0445,Uttar Pradesh,Ghazipur,Chickenpox,05,00,24-04-19,28-04-19,Under Control,"Cases reported from Village Sariya, CHC Subhakarpu, Block Haipur. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",17
36,UP/SID/2019/17/0447,Uttar Pradesh,Siddharth Nagar,Chickenpox,15,00,23-04-19,27-04-19,Under Surveillance,"Cases reported Uskabazar house survey symptomatically.from Village Phoolwariya, SC Second, PHC/Block Uskabazar. District RRT investigated the outbreak. House to done. All cases treated IEC activities undertaken",17
1,BH/GPG/2019/18/0453,Bihar,Gopalganj,Chickenpox,37,00,02-05-19,03-05-19,Under Surveillance,"Cases reported from Village Sisai NP Ward No-5, PHC Barauli, Block Barauli. District RRT investigated the outbreak. Cases presented with fever and maculopapular rash. Both males and females were equally affected. Children and young adults were predominantly affected. Cases belonged to low socio economic status. All cases treated and advised isolation.",18
2,BH/GPG/2019/18/0454,Bihar,Gopalganj,Chickenpox,15,00,02-05-19,03-05-19,Under Surveillance,"Cases reported from Village/SC Sareya Narendra, PHC/Block Barauli District RRT investigated the outbreak. House to house survey done. Cases presented with fever and maculopapular rash. Both males and females were equally affected. Children and young adults were predominantly affected. Cases belonged to low socio economic status. All cases treated and advised isolation.",18
3,BH/MZP/2019/18/0455,Bihar,Muzaffarpur,Chickenpox,09,00,29-04-19,02-05-19,Under Control,"Cases reported from Village Basantpur, HSC Raipur Mahadeo, PHC-Saraiya, Muzaffarpur. District RRT investigated the outbreak. House to house survey done. Cases presented with red eyes, maculo papular eruption on body. Majority of them belonged to low socio-economic condition with poor sanitary conditions. MOICs & RRT Medical Team visited affected area. All cases treated symptomatically. Health education given.",18
5,BH/GPG/2019/18/0453,Bihar,Gopalganj,Chickenpox,37,00,02-05-19,03-05-19,Under Surveillance,"Cases reported from Village Sisai NP Ward No-5, PHC Barauli, Block Barauli. District RRT investigated the outbreak. Cases presented with fever and maculopapular rash. Both males and females were equally affected. Children and young adults were predominantly affected. Cases belonged to low socio economic status. All cases treated and advised isolation.",18
6,BH/GPG/2019/18/0454,Bihar,Gopalganj,Chickenpox,15,00,02-05-19,03-05-19,Under Surveillance,"Cases reported from Village/SC Sareya Narendra, PHC/Block Barauli District RRT investigated the outbreak. House to house survey done. Cases presented with fever and maculopapular rash. Both males and females were equally affected. Children and young adults were predominantly affected. Cases belonged to low socio economic status. All cases treated and advised isolation.",18
7,BH/MZP/2019/18/0455,Bihar,Muzaffarpur,Chickenpox,09,00,29-04-19,02-05-19,Under Control,"Cases reported from Village Basantpur, HSC Raipur Mahadeo, PHC-Saraiya, Muzaffarpur. District RRT investigated the outbreak. House to house survey done. Cases presented with red eyes, maculo papular eruption on body. Majority of them belonged to low socio-economic condition with poor sanitary conditions. MOICs & RRT Medical Team visited affected area. All cases treated symptomatically. Health education given.",18
9,BH/SWN/2019/18/0457,Bihar,Siwan,Chickenpox,05,00,05-05-19,06-05-19,Under Surveillance,"Cases reported from Village/SC Panchayat Sarsar, APHC Amlori, Block Sadar. District RRT investigated the outbreak. House to house survey done. All cases presented with fever and maculopapular rash and conjunctivitis. All cases treated. Health education given.",18
20,PB/GPR/2019/18/0468,Punjab,Gurdaspur,Chickenpox,14,00,03-05-19,03-05-19,Under Surveillance,"Cases reported from Village Ganji, PHC Behrampur. District RRT investigated the outbreak. House to house survey done. All cases isolated and treated. Health education given.",18
24,UP/LKW/2019/18/0472,Uttar Pradesh,Lucknow,Chickenpox,07,00,04-05-19,04-05-19,Under Surveillance,"Cases reported from Village Godwa, SC Rahim Nagar Padiyana, PHC Harauni, CHC Sarojninagar. District RRT investigated the outbreak. House to house survey done. Cases",18
3,BH/GPG/2019/19/0481,Bihar,Goapalganj,Chickenpox,20,00,10-05-19,10-05-19,Under Surveillance,"Lakari, All cases education given.Cases reported from Village Lakari Banbir, SC PHC Phulwariya, Block Phulwariya. District RRT investigated the outbreak. House to house survey done. Affected children were in the age group between 14 - 40yrs. 05 blood samples collected and sent to PMCH Patna; result awaited. treated symptomatically. Health",19
7,BH/GPG/2019/19/0481,Bihar,Goapalganj,Chickenpox,20,00,10-05-19,10-05-19,Under Surveillance,"Lakari, All cases education given.Cases reported from Village Lakari Banbir, SC PHC Phulwariya, Block Phulwariya. District RRT investigated the outbreak. House to house survey done. Affected children were in the age group between 14 - 40yrs. 05 blood samples collected and sent to PMCH Patna; result awaited. treated symptomatically. Health",19
9,JH/DMK/2019/19/0483,Jharkhand,Dumka,Chickenpox,08,00,11-05-19,11-05-19,Under Control,"Cases reported from Villages Tinghara, Birna, Kashijore, Jamua, SC Rajon amrakunda, CHC Jarmundi Dumka Block Tinghara. District RRT investigated the outbreak. House to house survey done. Out of 2 blood samples were collected and send to RIMS Ranchi; 1 sample was positive for chickenpox (IgM ELISA). Symptomatically treatment was given all cases. Health education given.",19
21,PB/FER/2019/19/0495,Punjab,Ferozepur,Chickenpox,16,00,07-05-19,07-05-19,Under Control,"Cases reported from Village Hussainiwala & Chak Bare Ke, Block Mamdot. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. Health education given.",19
32,MG/JTH/2019/19/0505,Meghalaya,Jaintia Hills,Chickenpox,09,00,15-04-19,,Under Control,"Saipung Block Saipung. District RRTCases reported from Village Lura, Birna, SC Ngaibang, PHC investigated the outbreak. House to house survey done. All cases were children",19
8,BH/MZP/2019/20/0511,Bihar,Muzaffarpur,Chickenpox,18,00,14-05-19,17-05-19,Under Control,"Cases reported from AT Vashudev Patti and Chakia Mohammadpur, HSC Saraiya, PHC/Block Saraiya. District RRT investigated the outbreak. Symptoms of red eyes, maculo popular eruption on body reported by cases. Majority of them belonged to low socio-economic condition, poor sanitary conditions found. MOICs & RRT Medical Team, visited affected area for investigating and taking control measures. All affected person and others sensitized about their personal hygiene and cleanliness. All cases treated symptomatically. Health education given.",20
